ENSEMBL,Symbol,NPYWT_ZT0_dup1,NPYWT_ZT4_dup1,NPYWT_ZT8_dup1,NPYWT_ZT12_dup1,NPYWT_ZT16_dup1,NPYWT_ZT20_dup1,NPYWT_ZT0_dup2,NPYWT_ZT4_dup2,NPYWT_ZT8_dup2,NPYWT_ZT12_dup2,NPYWT_ZT16_dup2,NPYWT_ZT20_dup2,NPYKO_ZT0_dup1,NPYKO_ZT4_dup1,NPYKO_ZT8_dup1,NPYKO_ZT12_dup1,NPYKO_ZT16_dup1,NPYKO_ZT20_dup1,NPYKO_ZT0_dup2,NPYKO_ZT4_dup2,NPYKO_ZT8_dup2,NPYKO_ZT12_dup2,NPYKO_ZT16_dup2,NPYKO_ZT20_dup2
ENSMUSG00000029482,Aacs,6.820352663,5.683526453,6.318412216,5.61900399,6.897505936,5.656371957,6.228279139,6.622251088,6.354121957,4.411841216,7.11778444,6.723562284,6.411741571,6.617361269,6.317658782,7.063541835,7.060392657,6.786447459,6.263916076,6.366560141,5.57563007,4.449325047,6.834116282,6.916041931
ENSMUSG00000027761,Aadac,5.637234395,6.316904954,6.521159742,6.642248219,6.477978496,5.086256783,6.395410285,5.410690949,6.604446077,6.676736691,5.508669215,5.500726577,6.373826946,6.067281748,6.449373288,6.90905629,6.256858737,6.354856591,4.126140054,6.878217784,5.57563007,6.314641106,6.178521477,6.580149596
ENSMUSG00000057228,Aadat,10.21129651,10.34657498,10.31407934,10.40967054,10.28532161,10.16104402,10.30179751,10.22860961,10.48454293,10.6141472,9.638158824,10.21691389,10.27836846,10.42568914,10.37455621,10.22406835,10.20147696,10.41441334,10.17831869,10.32658522,10.48829317,10.39577182,10.47511388,10.54197691
ENSMUSG00000020804,Aanat,3.804522392,2.26107451,2.612117947,2.111154744,3.866164708,3.061311204,3.61597637,3.409719197,2.990498931,3.357472855,2.270194435,4.509566353,5.12266308,2.351657487,2.963399404,5.251705506,2.872673499,2.772750419,3.816635518,2.504073186,2.53238334,2.548292134,3.498676439,3.951425767
ENSMUSG00000031960,Aars,8.301688173,8.306151038,8.382994039,8.334480222,8.540213296,8.066108709,8.277451086,8.455070951,8.23197612,7.690621938,8.281986813,8.340061258,8.182779575,8.288623015,8.061172265,8.197171424,7.989924544,8.272791278,8.282750962,8.409501073,8.279292039,8.080590625,8.239834881,8.357025547
ENSMUSG00000055923,Aasdh,5.738060568,5.669507044,6.217775398,5.654472809,5.686142966,5.409229755,5.759277319,5.733751286,5.163279835,5.132923432,4.879696055,5.007561787,5.978126206,6.314074744,5.911123754,4.846450142,5.359794699,5.998401362,5.723346032,6.408938575,5.540096462,6.348346385,5.401116041,5.450906561
ENSMUSG00000018697,Aatf,9.318722234,9.231892316,9.062165741,8.937705436,9.2059419,9.478133258,9.834274473,9.128782458,9.415704399,8.788759214,8.870800366,9.597349254,9.099423548,9.080598377,9.054654914,8.787050809,9.068115652,9.66882869,9.269534955,9.047174228,9.393063998,8.804458093,8.961394138,9.505947752
ENSMUSG00000025375,Aatk,3.162276442,2.902258232,3.382885228,3.2849377,3.398873611,4.07994198,3.066089914,3.773196965,3.233059932,3.361742728,3.57771626,3.386465631,3.401030516,2.938012279,3.380612319,3.454691608,3.17896916,3.370294863,3.422839063,3.466285387,3.179988324,3.352662452,3.591602182,3.499734028
ENSMUSG00000057880,Abat,5.268184588,4.74403992,4.477329961,4.597638797,4.878042659,5.530059466,4.809080583,5.253014038,4.190232753,4.778778873,4.643360416,5.131525887,4.948199029,6.207693247,4.746238621,5.391789379,4.940161851,4.615370938,4.434506528,5.317446021,5.18710923,5.648707276,4.828974852,4.326502752
ENSMUSG00000015243,Abca1,3.949168476,4.281353499,3.458066901,4.276198054,3.912781567,3.582492612,3.348397638,3.647798076,3.781820277,3.766177517,3.515024496,3.995672238,4.38230674,4.087345396,3.344914438,4.244855313,3.751695652,3.85042915,3.632074016,3.859589235,3.804522392,4.555722087,3.82934634,3.469740957
ENSMUSG00000004668,Abca13,9.900884263,10.29741337,10.33903002,10.54694776,10.74703984,10.0325811,10.01767194,10.18833675,10.8123888,10.35527296,10.48097902,10.25100531,9.707700263,10.17735827,10.19697773,10.59443766,10.47257774,10.27099249,9.560792427,10.43437347,10.35827719,10.52256476,10.53931339,10.64179677
ENSMUSG00000035435,Abca17,6.829679493,6.645328011,7.137717157,6.563190555,6.516927143,7.198977159,6.626674217,6.923746493,7.204875897,7.122065736,7.444297362,7.037110834,6.969842533,6.050882598,7.26811279,6.949861862,6.817915009,6.6715672,6.99440509,7.160184462,6.929199216,6.179503842,7.17517731,7.066080611
ENSMUSG00000026944,Abca2,2.435445742,2.488132252,2.041069889,2.168148852,3.166296984,1.906660502,2.681213052,2.38414804,2.046891154,2.72223054,2.207135495,2.268097543,2.187234049,2.506615837,2.433026041,2.268097543,2.367252138,2.430731682,3.010847164,2.085077544,2.144358203,2.442121107,2.358095568,2.316627972
ENSMUSG00000028125,Abca4,6.55978306,6.839183286,7.480900283,6.9817226,6.882932643,6.957260015,6.513284486,6.674384464,6.885862362,7.289375923,7.314517743,7.063956341,7.676934532,7.823453901,7.034126935,7.467376815,7.325493729,7.510718744,6.886878586,6.82300973,6.729921682,6.582116033,7.100036289,6.927445415
ENSMUSG00000018800,Abca5,5.027327593,5.27625745,6.057345206,5.918772292,4.904874144,5.580081369,5.378158072,5.100650543,4.869311956,4.715998485,5.933589261,5.691002436,5.844754373,5.447692104,5.214552337,5.786464033,6.150327469,6.213787658,4.600121607,5.992115403,5.515817269,5.864442367,5.253197562,5.311457763
ENSMUSG00000044749,Abca6,3.016783492,2.897925288,2.7007329,2.814482525,3.37632141,2.928445907,3.050415398,3.026478608,2.69076031,2.690727878,2.971022955,3.039764568,2.686376795,2.386588372,2.573140935,3.164486912,2.830542963,2.902075061,2.905642909,3.082406949,3.008479586,3.228481328,2.992350928,2.68763828
ENSMUSG00000035722,Abca7,3.163484205,3.123013514,2.199755052,2.38196941,3.010847164,2.041069889,2.874979261,3.928588082,2.853427454,1.965844917,2.488132252,2.481398765,2.314054816,2.351657487,1.904623423,2.53933635,2.639266273,2.70486518,2.144358203,1.98119455,1.948043773,3.561301698,2.228123243,2.702505073
ENSMUSG00000041828,Abca8a,2.330617693,3.201586932,3.029565087,3.3621845,3.185132708,2.836154129,3.81892077,2.42073033,2.293468304,2.965965481,2.905171232,3.449633809,3.553535976,3.00559284,2.652469264,2.864472381,2.849525964,3.932881669,3.017900244,2.549620239,3.520592588,3.664236253,2.890910144,2.907970371
ENSMUSG00000020620,Abca8b,3.592320973,4.571354991,3.160422436,4.184993582,5.219896229,3.006218859,2.747057258,3.804522392,4.583661347,3.948530049,5.340018632,5.30097035,6.285653954,4.821093009,5.038605414,3.866164708,4.112436047,3.977748849,3.324955603,3.519337664,3.234411215,3.429180524,4.685238159,2.935803611
ENSMUSG00000041797,Abca9,3.725222121,5.313099464,4.434097904,4.680854838,4.558067223,4.722149993,4.573762119,4.514269991,5.432939916,4.607227313,4.858121873,5.151191893,5.273591454,4.276106981,5.580662035,5.0202984,4.283526886,4.126140054,3.816635518,4.831307467,5.689362806,4.555722087,5.692810587,4.301838831
ENSMUSG00000027048,Abcb11,8.341764634,8.591884852,8.637126961,8.977199598,8.9035463,8.700197882,7.948203324,7.997256306,8.366199533,8.335823274,8.487057281,8.841869174,8.51641026,8.734191171,8.390764858,8.484122442,9.020670555,8.705247408,7.971621756,8.137487843,8.743056915,8.182254991,8.706830758,8.628798886
ENSMUSG00000072791,Abcb5,5.586809804,6.265042095,6.053000311,5.421269983,6.181671148,5.533942435,5.810172808,5.912799333,6.657749179,6.111561227,6.191133671,5.642931557,5.803194492,5.784375303,5.587168479,5.989593268,5.820203171,5.638633735,5.989531445,6.537173066,5.620721199,6.28261722,6.383814626,5.886972259
ENSMUSG00000028973,Abcb8,6.372482822,5.504233823,5.594736452,5.711818355,6.081660165,4.96098076,5.389192392,5.47724987,4.707240836,6.181544707,5.602248664,5.974936153,6.536085641,6.288994252,5.411616777,5.678063812,5.69017977,5.890585333,5.262954958,5.372056251,5.845567562,5.620047828,5.254801708,4.852982295
ENSMUSG00000029408,Abcb9,5.26181479,5.646098172,5.946248016,5.866253418,5.069418898,5.382781304,5.202901576,5.326325593,5.797382698,5.27535559,5.351095179,5.001597736,5.17485815,5.106170732,5.675817622,5.170239525,5.304784669,4.913723553,5.448461743,5.852451373,5.331732191,5.697584567,5.169029303,6.168515967
ENSMUSG00000023088,Abcc1,5.636720102,5.539087907,5.954169847,5.302168515,5.316392932,5.615096754,5.828120864,5.909726779,5.942480129,5.12916486,4.962778241,5.932768413,5.780847245,5.782130173,5.561406017,5.350339376,4.979776708,5.35650605,5.624078402,6.013190878,5.5413147,5.59036712,5.616351535,5.594695657
ENSMUSG00000032842,Abcc10,5.451181582,4.96380036,5.999686451,5.172846477,5.30773724,5.416535954,5.360754657,5.235615637,6.001885573,5.526558222,5.018050899,5.679512593,5.112579245,4.611478763,5.826578372,5.509053015,5.248744354,4.80241354,5.261596383,4.85802991,5.674764743,5.692987444,5.373062644,5.245958892
ENSMUSG00000025194,Abcc2,3.91032936,3.366643856,3.194013593,3.784117959,3.44945746,3.432417758,3.041375838,3.548407721,3.422901642,3.37004256,3.322210212,2.938095971,3.267489261,3.875043753,3.70803175,3.559370043,3.396598377,3.627815731,2.939448382,2.872673499,3.592391537,3.182389161,3.163484205,3.754021254
ENSMUSG00000020865,Abcc3,8.318026464,8.093285599,7.947346636,8.105334528,7.834500511,8.095988495,8.036389924,7.915575752,7.779906666,8.154116001,8.031883928,8.1596921,8.062062574,7.94558432,8.172303684,8.163406828,8.067972403,7.875011933,8.01328727,7.874419593,8.046741641,8.061887561,8.020625688,8.167740379
ENSMUSG00000032849,Abcc4,6.792776186,6.627030038,6.378957941,6.847022264,6.801905573,6.72395122,6.868990595,6.211298834,6.738563217,6.641499801,6.931677379,6.798470891,6.76890791,6.706437259,6.882402064,6.633296371,6.667130338,6.639324068,6.701535166,6.680860473,6.67697974,6.625283739,6.987111638,6.620433531
ENSMUSG00000028127,Abcd3,5.117886138,4.390259699,5.465121825,4.441103245,5.704880169,4.513519337,4.711896975,4.692856158,4.827790552,4.594609529,6.068190094,5.059577504,4.720336148,4.184690685,4.248807954,3.953974334,4.270747339,5.439522296,4.924024476,4.856286776,4.725590098,6.237122642,4.30706826,5.186854316
ENSMUSG00000038762,Abcf1,7.410566729,8.107506227,6.812351972,7.264179272,7.009514457,7.618485394,7.234149424,6.772219185,7.752750415,7.569958917,7.733390087,7.795045701,7.488618954,7.91944103,7.204296657,7.651149346,7.602490578,8.320109782,7.138837734,6.930898225,7.205111664,7.882471501,7.071384838,7.853654343
ENSMUSG00000024030,Abcg1,5.551103811,5.776286712,5.825723712,4.685559261,5.108815973,5.256148528,6.027994767,5.420761571,5.519789029,5.79486139,5.287287642,5.50724071,5.582605922,5.857751882,5.950495346,5.557201202,5.085902795,5.873051597,5.508631254,5.797401002,5.691120382,3.987682492,5.410209207,6.274260971
ENSMUSG00000029802,Abcg2,4.334407757,5.557809003,5.302992485,5.422637473,4.988765424,6.016789116,5.486695417,5.877219908,4.449610822,4.020550218,5.086735965,4.82686508,5.280395682,4.896077401,4.976103556,4.039487683,4.39702903,3.942371891,6.425571225,5.524412057,5.375080941,5.308377451,5.981195814,6.593626974
ENSMUSG00000032131,Abcg4,2.419450754,2.267943598,2.14016604,2.067766269,2.11470554,2.11321899,2.201788949,2.085820694,2.046487832,1.920450948,2.172561007,2.476694844,2.001040573,2.270523238,1.986198018,2.492801776,2.054131185,1.91193902,2.069229653,2.10555144,2.756748904,3.275337884,2.715996298,1.916315651
ENSMUSG00000040505,Abcg5,5.764111672,5.65288998,6.202430337,6.124569579,6.174286005,5.56136976,5.832762132,5.993812345,5.935787333,6.467982722,6.147840656,5.878052792,5.852015895,5.363962081,6.081124742,6.189449002,6.227703977,5.823535985,6.055893874,6.500222011,5.986093106,6.422557756,6.220247044,5.964331534
ENSMUSG00000033157,Abhd10,4.25582818,4.332914932,4.519730536,4.82720012,4.305450308,4.525253674,3.665670145,4.516531394,3.900631986,3.198270163,4.12135741,3.609935818,4.055203062,3.568350823,4.002919044,3.785762367,4.426296407,4.195919542,4.220413574,4.499617873,4.030983346,3.780024315,4.379002359,4.752040715
ENSMUSG00000032046,Abhd12,6.490880732,6.02411748,6.407912819,5.075785572,6.237658181,5.943438525,5.334785076,5.661618735,5.24333627,5.572347449,6.818007021,5.618342177,6.090401054,4.858657546,5.07827053,6.146354258,6.164111525,5.066256623,5.872816662,5.216815569,5.247668264,5.651589635,5.552947928,5.628271396
ENSMUSG00000042210,Abhd14a,8.820488341,8.76533121,8.939129409,8.80309873,8.970504572,8.491072518,8.917164008,8.969425682,8.750752556,8.456067994,9.238138643,8.28796753,8.607997028,8.809945815,8.754515446,8.561817209,8.809409962,8.886373151,8.841869174,9.010333046,8.651549034,9.000038338,8.613993002,8.553521551
ENSMUSG00000007036,Abhd16a,5.325120152,5.418959201,4.3695437,6.543242307,5.800220503,6.392551094,6.575114724,6.261567463,7.034031588,5.850036663,5.959363745,6.452808561,5.804529069,6.173533266,4.786417829,5.181162968,5.689362806,6.313129898,6.304789837,5.093265735,5.897185989,6.580777721,6.226674653,6.391835417
ENSMUSG00000039202,Abhd2,4.040269471,4.985575277,3.930325136,4.351600418,4.966257599,3.962830117,4.718588076,4.139567182,4.169162669,4.680376474,4.492033688,4.944894554,3.513382246,4.353543966,4.28457424,5.445250714,5.390569944,4.679392583,4.524909572,4.217322863,4.242370461,3.882716327,4.112963548,4.894167133
ENSMUSG00000002475,Abhd3,2.602218513,2.753385453,2.62296115,2.707477056,2.534207531,2.538347375,2.513961797,2.624626216,2.588081539,2.451815602,2.545021124,2.55984866,2.530589489,2.705059808,2.64424066,2.499611814,2.509679212,2.39229799,2.732501228,2.657041995,2.827018823,2.953443261,2.759592835,2.842878034
ENSMUSG00000040997,Abhd4,5.176192862,4.549259275,4.649793288,4.665020431,3.601730791,4.542720652,5.068298019,5.273621917,4.126140054,5.707099757,4.090583575,4.667518018,4.647295701,5.126687281,4.827772189,4.582612598,4.745121534,2.780423771,4.032330901,4.116803721,4.630820571,5.246990452,5.00939641,4.457861978
ENSMUSG00000032540,Abhd5,4.106710676,4.383164962,4.524811172,4.771278534,4.635773961,6.225440709,4.368510692,4.415910256,4.214894694,4.450919172,4.342863142,4.362438433,4.856987257,4.294802403,4.452564777,4.353271627,4.317410497,4.84625799,4.236000342,4.777191294,4.376996679,4.269578846,4.451177338,4.460486901
ENSMUSG00000025277,Abhd6,3.725222121,5.049458759,2.545889909,3.319156367,3.386035407,4.035886335,2.091012344,3.339783538,5.110660165,3.804522392,2.966740173,3.243854235,2.769811252,2.506615837,3.977748849,3.451695352,2.130645641,2.564728387,2.795873479,2.800013095,3.874888191,3.429180524,3.948530049,3.003383961
ENSMUSG00000018381,Abi3,5.095020645,2.488132252,2.872673499,3.169112955,5.652791976,3.714140752,4.269005914,5.096777962,5.20408409,2.72223054,2.411083694,5.151191893,3.823877587,3.95388291,3.06898908,4.42665651,3.174818459,3.816635518,3.97495703,3.028209014,2.472123351,2.660830217,3.82934634,5.096777962
ENSMUSG00000035258,Abi3bp,5.46254561,5.53209162,5.624224248,5.936508902,5.634538512,5.784254811,5.859698383,5.307046495,5.580528424,5.746594011,6.003655262,5.919916428,6.312060181,5.68064357,4.988411521,5.584900016,5.83726184,6.194434238,5.77292429,5.647445023,5.792603896,5.083249384,5.972833535,5.271605598
ENSMUSG00000026842,Abl1,6.713657743,6.703690981,7.051140581,6.662968775,6.664298558,7.060059544,7.006665049,6.645031714,6.662112887,6.607021581,6.927788689,7.027202595,6.835875581,6.900630381,7.101082064,6.415486934,6.76905355,6.879193429,6.707245105,6.790406161,6.925996414,6.70610673,6.574794535,6.693380189
ENSMUSG00000025085,Ablim1,7.124984295,7.45062593,7.083245021,7.001498201,6.672092811,7.265545283,7.227401449,7.281332283,6.755842795,6.894750319,6.485048618,7.078416136,6.793287665,6.296914461,7.136598972,6.92397974,6.356034553,7.008011219,6.758344257,7.015050787,6.926561034,6.787588011,6.914109169,6.999402595
ENSMUSG00000029095,Ablim2,5.826762749,5.89430161,5.727906668,6.172439615,6.251347602,6.180282255,5.697171422,6.053061,6.092696971,5.860299042,5.945568132,5.977537568,5.773905816,5.97569284,6.041072362,5.773429996,6.177822021,6.186160375,6.054468039,5.812124961,6.397955985,4.850541827,5.635210572,6.001303516
ENSMUSG00000015787,Abo,8.256242368,8.592237102,8.509184123,8.696279104,8.654650792,8.587501714,8.177631345,8.230051198,8.448725298,8.691229715,8.76522452,8.618306929,8.730946956,8.066102917,8.866359992,8.896802377,9.253692157,9.195372461,8.627133168,8.406278846,8.634490349,10.04907693,8.798771567,9.09508668
ENSMUSG00000017631,Abr,6.965494779,6.91515974,7.044660196,7.116242622,7.144668834,6.63096252,7.088918262,6.913993879,6.84733752,6.725195418,6.496328677,7.181847531,6.328982807,6.933546652,6.498450301,6.621740046,6.960026549,7.245485727,7.2508112,7.284158443,6.763003198,7.784329969,6.804728762,7.100234568
ENSMUSG00000032724,Abtb2,4.331076593,2.985929013,2.802727468,2.819414004,5.042214271,3.446129321,4.39702903,3.282137307,2.439753643,2.929715458,2.028051869,2.268097543,2.022145659,2.567290055,2.53238334,3.174818459,3.679674768,2.236529138,2.316627972,2.433026041,2.53238334,2.028051869,3.216010057,2.174682074
ENSMUSG00000042010,Acacb,3.255431619,3.564714127,3.490838213,3.439455801,3.381272983,3.662990525,3.722460229,3.352149423,3.445976906,3.712249056,3.524491007,3.848721716,3.351770259,3.778647795,3.314838827,3.72795205,3.365950383,3.318122068,3.696549323,3.084402565,3.317246605,3.529238286,3.63643285,3.575531919
ENSMUSG00000029456,Acad10,5.987881087,6.123356492,5.927780805,5.81363065,5.708008857,5.566436626,6.005105786,6.120212349,6.199520163,6.071723329,6.154974487,5.752633667,5.841430898,6.76488173,6.268723801,6.291702296,5.543212217,5.649911955,6.304543094,6.202341834,6.216537253,5.068100555,5.91134024,5.412972337
ENSMUSG00000090150,Acad11,5.307182633,5.743975336,5.351254724,5.717246864,5.110038218,5.351010836,5.358564762,4.930957915,6.060962576,5.173782914,5.264014981,5.499941968,5.696411176,5.655820465,5.734451564,5.558726487,5.361219368,5.687549211,5.179574891,6.084563888,6.172326769,4.949014353,5.764795783,5.470989203
ENSMUSG00000027710,Acad9,3.982629592,3.413029249,3.528759775,4.106179971,4.007922982,4.239936393,3.947012711,4.046346602,3.517922586,3.518242602,3.51724629,4.063413297,3.539032439,3.693588285,4.173193562,3.531194704,3.805521623,3.574116169,3.580203128,3.542210937,4.214071917,3.296619722,4.113965579,4.377092774
ENSMUSG00000026003,Acadl,7.658011058,7.247265551,7.471447123,7.478879661,7.334767339,7.670505963,7.449260969,7.449260969,7.216069429,7.517058283,7.613761484,7.677783767,7.381790083,7.245016614,7.453990292,7.001907688,7.538633984,7.4503329,7.525953535,7.37603829,7.584359681,7.224098162,7.495878447,7.445090177
ENSMUSG00000062908,Acadm,9.614658604,9.990076105,9.594111858,9.814605923,10.40904013,10.58404272,10.15302309,9.87321038,9.416322,9.94712945,10.89183293,10.75376152,9.415386913,9.709710909,10.07385731,10.40548772,10.3795439,10.52836611,10.00130069,9.987858986,9.554502647,10.34755961,10.33114759,10.57790915
ENSMUSG00000018574,Acadvl,3.102568269,3.225366052,2.527288101,3.436952324,3.164470088,3.219960189,3.446136628,2.945605134,3.084500926,2.676356724,3.392906713,2.804905206,3.224527974,3.383741801,3.213199573,3.197854767,3.280653147,2.803945103,2.631323302,3.649010634,3.002857127,2.681151563,3.263447943,2.980812812
ENSMUSG00000001588,Acap1,6.111821711,6.423708968,6.406675398,6.563637491,6.653194047,6.556613187,6.468063843,6.309212561,6.428127243,6.872395566,6.518396723,6.202484252,6.431844875,6.692157309,6.483626929,6.490743957,6.524518747,6.725519931,6.465281097,6.373146323,6.713930192,6.383233097,6.852377006,6.41331292
ENSMUSG00000029033,Acap3,7.31401366,7.397560453,7.335133574,7.225915085,7.483802762,7.19066901,7.137661167,7.551631214,7.087509191,7.082002301,7.185414374,7.633153505,7.276628767,7.288502758,7.237777969,7.28082974,7.354113489,7.406950228,6.849468306,7.357205975,7.36096366,6.833292492,7.248716067,7.283547448
ENSMUSG00000032047,Acat1,5.391956108,5.969947396,6.233984358,5.372701752,6.143020007,4.833874203,4.07270511,5.844417203,5.570902788,5.652791976,5.618228245,4.595521217,3.820535071,6.543242307,5.742930836,5.169430439,5.486383927,3.825285576,4.715701476,6.484957356,5.978658393,6.45643915,4.697514556,5.139343123
ENSMUSG00000023832,Acat2,5.833129607,7.186628355,6.767465879,6.112335742,6.435220998,6.916228151,6.528625151,6.433952942,5.145035751,5.652791976,6.290931026,5.928211527,6.560037349,5.935224098,6.688914593,5.891302804,6.666146515,5.401558507,6.616077812,6.019687541,6.341463522,6.723916295,6.021060241,6.345345969
ENSMUSG00000062480,Acat3,3.788343232,4.069689091,4.006467031,4.210955489,2.677036132,2.743355102,3.23449737,3.88222901,3.832956037,3.750957997,3.930138629,3.62444908,3.580759644,3.814787704,3.781389097,4.512401255,3.879997314,3.274603364,4.40255597,3.435625179,3.825571898,4.701769603,3.626532769,3.704393344
ENSMUSG00000026781,Acbd5,5.186475059,5.096569229,5.214568793,5.544278496,5.97399371,4.92395827,5.204517474,5.111448658,5.281338717,5.52729701,5.452508729,5.220401315,5.095261006,5.070539415,5.669601616,5.486375938,5.502863438,5.412623653,5.136860918,4.953296825,5.269669941,5.559949604,5.719744282,6.146140767
ENSMUSG00000040272,Accs,3.411398495,3.858545382,3.488451652,3.006060453,3.459703554,3.244406799,3.255811492,3.259500016,3.094628593,3.191917037,3.042868558,3.854974394,3.23405399,2.974276317,2.842955244,3.252758469,3.463157645,3.841415885,3.75520434,3.482726482,3.637795368,4.660996764,4.460542073,3.697001378
ENSMUSG00000020681,Ace,2.709920249,2.804978227,3.213951983,3.163535884,2.915732019,2.863246547,2.768611289,2.831015614,3.085057863,2.982536271,2.632906686,3.187585047,2.963131839,2.844544657,3.060294399,2.800620913,2.936835991,3.67509949,3.168300254,2.932309286,2.978804307,2.668456601,3.152466963,2.998818423
ENSMUSG00000015405,Ace2,8.6677512,8.516343528,8.359730462,8.459999593,8.270553576,8.609308712,8.540503689,8.580197245,8.148122018,8.230533981,8.481518019,8.685672512,8.44031419,8.581213152,8.440785277,8.310674605,8.150663992,8.479279403,8.4348068,8.050096812,8.321989464,8.596640587,8.201518938,8.396494626
ENSMUSG00000038007,Acer2,4.288806187,4.989332997,4.334219827,4.323638969,4.482011664,5.364485529,5.1649889,4.981453121,3.727137929,4.630704993,4.11908977,4.093264648,4.718591142,4.444093674,4.894981097,4.334711682,4.219338429,3.890600491,3.676071445,4.408927165,4.773023725,4.935512025,3.818330863,3.417407978
ENSMUSG00000023328,Ache,5.384419845,6.171790852,6.350961415,6.253455595,6.644959939,6.324810111,6.205336447,6.46453733,6.11318993,6.682712876,5.944320456,6.248088372,6.16476116,6.239969332,6.083383119,5.1448695,6.0292267,5.513710517,6.519344894,5.794717733,5.859971745,5.921418293,4.832754971,6.41592498
ENSMUSG00000022185,Acin1,3.331878412,3.18412317,3.376858016,3.276197703,3.424665458,3.764650945,3.90256313,3.401156845,3.357663213,3.223531974,3.272457756,3.466601007,3.173752514,3.375628707,3.08365908,3.703232471,3.538218735,3.842622198,3.558823539,3.079480524,3.006954568,3.706652055,3.521382664,3.014067148
ENSMUSG00000020917,Acly,3.450848616,3.850328426,4.306232804,3.913429642,4.0342101,4.505305753,3.923744945,4.186604407,4.186235619,4.284781944,4.562746653,4.750176295,3.529170952,3.560776165,4.025536881,3.936013743,3.76535069,4.293393505,4.523943948,4.298617277,3.659541993,3.902699804,4.076788723,3.857616472
ENSMUSG00000070985,Acnat1,3.663683251,4.09765275,4.381797021,3.918326612,4.226400572,4.214104193,3.961473461,3.883507763,3.882094009,4.323386644,4.427423675,4.459522231,4.653125914,4.192352789,3.951759761,4.204780618,4.74446666,4.790679312,4.511456258,3.847373303,3.933061291,4.017140865,4.444237375,4.125568427
ENSMUSG00000028405,Aco1,2.884396417,2.72224362,3.336578586,2.257679772,2.425811125,3.239265451,2.540659722,2.88727199,3.263773143,3.661437905,3.569875588,3.052316242,3.745586537,2.806188512,2.46850843,3.071389188,3.208485378,3.366742888,2.909121376,3.005156111,2.995847808,3.504364175,2.886324332,3.870092494
ENSMUSG00000022477,Aco2,3.032027037,2.562527836,2.335347605,2.640315187,2.347358967,2.820560146,2.71720453,2.895212145,2.660719707,3.149840088,2.893909351,2.83030759,2.913169492,2.732032837,2.768261356,2.703629029,2.659824635,2.79784454,2.914363077,2.914575444,2.794620621,3.032568593,3.143325958,2.670885673
ENSMUSG00000034853,Acot11,6.64659786,6.414810472,6.644923237,6.781413537,6.852247218,6.839670089,6.63363289,6.76773961,6.841204353,6.670027271,6.650667441,6.927436499,6.958425822,6.894822488,7.109937909,6.287802802,6.206515979,6.449476181,6.59504564,6.667131902,6.915587438,6.312488707,6.865227615,6.69038994
ENSMUSG00000021620,Acot12,7.786830086,7.526866845,7.352403425,7.275269288,7.841346687,7.262285815,7.211932382,8.201287188,7.899181017,7.626390751,7.272810115,7.380992527,7.497865835,7.775994294,7.507481447,7.468139097,7.535177019,7.623709822,8.037975486,7.1896086,7.589776011,7.241245476,7.753407145,7.104059634
ENSMUSG00000043487,Acot6,8.335507488,8.564678628,8.96615962,8.568147305,8.858159957,8.756444844,8.85575105,8.218929486,9.119733036,8.998956245,9.015511841,8.720144981,8.466184593,8.38257156,8.743704272,8.99432662,8.928349122,8.460875622,8.612837216,9.219533704,8.679433006,8.891098637,8.916636864,8.972704225
ENSMUSG00000028937,Acot7,3.062773557,3.844670579,3.161808588,3.071819707,3.24866353,3.335332764,3.43396918,4.52582623,3.097002991,2.847385828,2.669754733,3.033511186,3.120549392,3.94542131,3.771335998,3.334982643,3.138748398,3.277401984,3.074940891,3.867037848,4.030880583,2.157374607,3.136353304,4.379812987
ENSMUSG00000025287,Acot9,7.299109146,7.217863018,7.354631108,7.432655524,7.647913456,7.237683135,7.101284045,7.555382938,6.993516469,7.80775976,7.452586528,7.321080952,7.503100793,7.81829356,7.519592741,8.224451192,7.731679233,7.465435196,7.344381461,7.349578281,7.206414208,8.089207417,7.658717478,7.626165401
ENSMUSG00000020777,Acox1,4.616829599,4.078826889,5.169081952,3.76550572,4.17360857,3.865076397,3.994830063,4.371806177,3.98233513,4.533955659,4.461906763,4.010065631,4.208450075,3.909321192,3.519530736,3.384381727,4.285910778,4.402529282,4.247364891,4.205611909,4.209046981,4.239099682,4.832630597,4.61751086
ENSMUSG00000021751,Acox2,9.292567198,9.728757052,9.625780683,8.183109734,8.296767554,8.456873372,9.198911141,9.262215904,8.633498717,9.177917304,8.566998097,8.242353129,9.617730169,8.952726078,9.468212239,8.426400084,8.239181572,8.003418698,9.554798429,9.385112841,9.001910765,8.014407543,8.368189208,8.097929758
ENSMUSG00000029098,Acox3,5.959888519,6.089177782,4.809507703,6.333661975,6.324389039,6.284038772,6.120655202,6.332749663,6.138560562,5.054351813,5.874706161,4.737615164,6.303082237,7.07002396,5.12016489,6.741724792,5.831268823,6.611542575,6.522308709,6.919008322,4.505112655,5.935380546,5.534586752,5.935276654
ENSMUSG00000027380,Acoxl,7.60290542,7.816027997,6.608604625,7.12548852,6.891183375,7.261368636,7.789879311,7.271445891,7.229591226,7.275975879,7.268793256,7.774987854,6.937540214,5.788958735,7.149761529,6.343651131,7.367624079,7.268304213,7.652677568,6.41379295,6.815314028,7.44177126,7.867901105,6.463369577
