ENSEMBL,Symbol,WT_CT8_dup1,WT_CT8_dup2,WT_CT12_dup1,WT_CT12_dup2,WT_CT16_dup1,WT_CT16_dup2,WT_CT20_dup1,WT_CT20_dup2,WT_CT24_dup1,WT_CT24_dup2,WT_CT28_dup1,WT_CT28_dup2,KO_CT8_dup1,KO_CT8_dup2,KO_CT12_dup1,KO_CT12_dup2,KO_CT16_dup1,KO_CT16_dup2,KO_CT20_dup1,KO_CT20_dup2,KO_CT24_dup1,KO_CT24_dup2,KO_CT28_dup1,KO_CT28_dup2
ENSG00000164972,C9orf24,4.262085,4.075625,4.608387,4.078412,4.471476,4.420208,4.412722,4.146881,4.506388,4.424221,4.408909,4.041488,4.347318,3.954515,3.556827,4.675617,3.758434,4.055704,4.387796,4.252928,3.946806,4.297904,4.425901,4.316163
ENSG00000135045,C9orf40,8.458377,8.232063,8.2922015,8.0664725,8.2577125,8.252031,8.4262255,8.320321,8.516754,8.353319,8.5377355,8.3027325,7.983879,8.1800415,7.9685795,8.1718515,8.042804,8.2027905,8.118225,8.2515905,8.2458785,8.3075435,8.270153,8.238883
ENSG00000157653,C9orf43,5.318065,5.294759,5.180349,5.2730435,5.1246735,5.098596,5.30385,5.1793935,5.44907,5.202789,5.018748,5.187701,5.099888,5.3805475,4.959879,5.055206,4.9270435,5.240844,5.2203955,5.4143215,5.444289,5.359481,5.158206,5.0787395
ENSG00000179058,C9orf50,5.486997,5.32759,5.224865,5.035101,5.307698,5.310508,5.274422,5.114968,5.298206,5.174695,5.330732,5.221654,5.004051,5.184706,5.435088,5.351082,5.150877,5.056357,5.211173,5.038636,5.453419,5.408553,4.889503,5.308125
ENSG00000204669,C9orf57,2.969367,3.241095,3.621845,2.944818,3.625037,3.029227,3.527904,3.29227,3.119554,3.074789,3.153786,3.031875,3.04598,3.025458,3.289373,3.49893,3.149156,3.277621,3.015814,3.269906,3.255056,2.870607,3.121657,2.989243
ENSG00000165118,C9orf64,8.465539,8.049967,7.982805,8.194016,8.432647,8.094343,8.467966,8.325728,7.976254,8.184805,7.986907,8.189819,8.130008,8.718326,8.327321,8.519828,8.191901,8.423117,8.252408,8.525366,8.34101,8.558411,8.273234,8.310953
ENSG00000147894,C9orf72,8.274207,8.3639945,8.3277195,8.7645045,7.703111,9.1271575,7.949594,8.263864,8.4186545,8.1434055,8.283187,8.795878,7.4739665,8.6492305,7.768601,8.8888335,7.6732265,8.4587915,7.9664115,8.4413325,7.837034,8.490074,7.919263,8.472496
ENSG00000136819,C9orf78,12.067597,11.760554,11.990054,11.840617,12.081188,11.702001,12.013589,11.930697,12.10528,11.869886,12.096012,11.809732,11.29094,12.242222,11.335282,11.898618,11.418698,11.989667,11.36509,12.181455,11.545379,12.182461,11.540531,12.201371
ENSG00000155621,C9orf85,7.931992,7.856572,8.1675,8.117205,7.571477,8.563197,7.612693,7.94229,7.894817,7.810982,8.215601,7.827998,7.00271,7.543565,7.878985,7.887691,6.763723,7.770583,7.241962,7.73488,8.044818,7.855797,7.548167,7.402755
ENSG00000133742,CA1,7.33138,8.175418,6.0892445,7.810085,7.200663,6.8030835,6.498677,7.5379255,6.344349,7.7633125,6.1903895,7.7778085,7.0403255,8.5768035,6.8407355,7.5428815,5.702888,8.0237445,7.2513545,8.3447025,6.5666785,8.3179465,7.3716825,8.693954
ENSG00000154975,CA10,3.888315333,4.118384667,3.975666667,4.013886333,3.891882,4.018101667,3.993294,3.866526333,3.895731667,4.115782667,3.870788,3.810049,4.403185667,3.864689667,4.176684,3.985836333,4.384083,3.822282,3.893039667,3.972449667,3.860680333,4.046426,4.031463,3.917296
ENSG00000063180,CA11,5.625134,5.788265,5.61917,5.526409,5.524283,5.746614,5.730123,5.796058,6.040585,5.555556,5.814564,5.417791,5.098072,5.570165,5.236731,5.802986,5.017417,5.729403,5.265291,5.57546,5.616941,5.424938,5.423381,5.428508
ENSG00000074410,CA12,3.986388333,3.525521,3.949159667,3.951816,3.834366,3.863392,3.979676667,3.836374333,3.906360667,3.780518667,3.744965667,3.988093333,4.161525,3.971982333,3.860192,3.636235,4.411229333,3.703331333,3.862894667,3.983631667,4.190814,3.828793333,3.761459333,3.812987
ENSG00000185015,CA13,5.5997175,5.7705875,5.6596575,5.6803425,5.5704815,5.7374685,5.509076,5.683294,5.559194,5.7165975,5.612876,5.771536,5.6106065,5.875528,5.5625955,5.6961525,5.309356,5.5932685,5.369093,5.620918,5.3881185,5.772686,5.544324,5.624423
ENSG00000118298,CA14,5.577081,5.151184,5.493741,5.682686,5.450883,5.746736,5.311097,5.359925,4.838175,5.398316,5.018325,5.332963,5.457408,5.424589,5.269286,5.322429,5.361255,5.205176,5.684849,5.123592,5.32785,5.40244,5.450112,5.638571
ENSG00000104267,CA2,8.321412,9.2782225,7.7738985,8.9814585,8.3830295,8.4632215,8.237669,8.814672,7.723567,9.1412955,7.716576,9.047114,8.7275845,8.8801055,8.6489055,7.899714,8.546106,8.3702155,8.855814,8.5621105,8.625586,8.4256435,8.95754,8.6612845
ENSG00000164879,CA3,3.890864,4.219465,4.027177,4.749526,3.792855,5.147047,3.762479,4.301363,4.079821,3.980053,3.772955,4.476159,3.963255,4.384957,4.296745,4.127848,3.745811,4.307015,3.743522,4.260529,4.270965,4.077782,4.091581,4.040939
ENSG00000167434,CA4,7.856481,7.871828,7.622322,8.246009,8.06532,7.75018,7.685004,7.921344,7.407807,7.753944,7.468668,8.030345,9.083609,7.653379,9.239305,7.963371,8.716663,8.249457,8.200894,8.103746,8.580631,7.608851,8.836725,7.877134
ENSG00000174990,CA5A,3.590868,3.569521,3.039495,3.179831,3.079714,3.626972,2.99579,3.367579,3.396834,3.593538,3.242493,3.55552,3.447671,3.679767,3.536267,3.214997,3.876384,3.607125,3.190218,3.761975,3.487496,3.874069,3.745121,3.366898
ENSG00000169239,CA5B,6.811782,6.874189,6.155952,6.584046,6.513095,6.540384,6.35798,6.613113,6.282125,6.994182,6.11572,6.56857,6.823089,6.115956,6.429549,5.786049,6.071499,6.128653,6.652721,6.085261,6.860394,5.975877,6.370379,6.039034
ENSG00000131686,CA6,7.540861,7.310548,7.592989,6.793091,7.60144,7.113275,8.168132,7.336703,8.925161,7.247395,8.713123,7.65773,7.330687,5.58838,6.613978,6.565887,6.246434,5.915778,7.349348,6.006917,8.009958,6.370955,7.741837,6.569357
ENSG00000168748,CA7,4.669681,4.350987,4.611645,4.663218,4.846606,4.758464,4.622154,4.668396,4.710216,4.367592,4.602808,4.607124,4.788611,4.882401,4.454252,4.722979,4.728722,4.440356,4.537537,4.806421,4.780528,4.70142,4.431449,4.482312
ENSG00000178538,CA8,5.539044333,5.504581333,5.391340333,5.915720333,5.235034667,5.700949,5.370135,5.167768,5.593865333,5.423669,5.052091333,5.489036,5.005160333,5.295318333,5.275769333,5.063709,5.344870333,5.268472333,5.106139333,5.079495667,4.851110667,5.286288667,5.423366333,4.666495
ENSG00000107159,CA9,5.1919615,5.0182145,5.225138,5.356649,5.3283305,5.2164785,5.1539985,5.1036865,5.372782,5.155912,5.2675145,5.217391,5.243365,5.120797,5.2528185,4.881142,5.173865,5.149244,5.332486,5.5276345,5.4256165,5.372251,4.836134,5.275416
ENSG00000135932,CAB39,11.522556,11.542391,11.397736,11.7136055,11.380157,11.639858,11.3936455,11.5875585,11.1146645,11.6057865,11.241592,11.57737,11.631782,11.572957,11.725392,11.618576,11.7025245,11.709188,11.799167,11.6685655,11.5830115,11.565313,11.6255715,11.5663865
ENSG00000102547,CAB39L,5.734073333,5.435979667,5.640922,5.559886,5.682071333,5.851599667,5.681686333,5.638288333,5.558512667,5.241482667,5.689722667,5.399186,5.287139333,5.553997333,5.465013667,5.668379,5.444740667,5.548211,5.692132,5.639933333,5.617022333,5.509564333,5.696564333,5.643994
ENSG00000099991,CABIN1,7.851606,7.9215845,7.823065,7.6485635,8.0036465,7.4338055,7.6563095,7.668074,7.895356,7.692427,7.689088,7.6385495,7.7832555,7.9534545,7.629367,7.902805,7.6429315,7.8780795,7.7611505,7.744798,7.9320565,7.841765,7.664049,7.9211805
ENSG00000134508,CABLES1,4.70268325,4.7729745,4.82289575,4.74263525,4.7392665,4.72836225,4.854089,4.7945865,4.65960475,4.7360715,4.56113825,4.73270425,4.89245425,5.2210265,4.72607275,4.6924105,4.55372225,4.932749,4.92672425,4.72308025,4.82813075,4.595256,5.00843525,4.955639
ENSG00000149679,CABLES2,8.6862865,8.576376,8.48265,8.420854,8.6385685,8.3059445,8.5357725,8.439851,8.6697885,8.2934195,8.6804225,8.3868545,8.7452605,8.7723265,8.629913,8.4525065,8.2896265,8.609509,8.6011415,8.6876325,8.4852885,8.566398,8.736743,8.5184495
ENSG00000157782,CABP1,4.821363,4.67533,5.03124,4.603692,5.1138,4.85778,5.008833,4.684705,4.8299,4.7821,4.737613,4.666072,4.827637,5.073656,5.19382,5.194892,4.752969,5.039536,4.750155,5.098962,5.090835,5.303142,5.050983,5.02224
ENSG00000167791,CABP2,5.35658,5.415842,5.532088,5.36046,5.636041,5.462405,5.406045,5.515166,5.590396,5.207499,5.326735,5.514994,5.567434,5.368279,5.295587,5.177418,5.304967,5.561383,5.412905,5.219164,5.651218,5.531779,5.330064,5.698666
ENSG00000175544,CABP4,4.93487,4.607909,4.847109,4.966911,4.79183,4.016721,4.662892,4.43525,5.09822,4.747007,5.015811,4.540471,5.379211,4.970838,4.215596,4.415748,4.489602,4.81768,4.671783,4.900499,4.779115,5.016657,4.049795,4.516006
ENSG00000105507,CABP5,5.879184,5.542517,5.330684,5.293085,5.7425,4.748032,5.820419,4.766068,5.267091,4.939181,5.091684,4.940491,5.100519,6.819179,4.886934,6.320351,5.097365,6.709221,5.190356,6.608531,4.627119,6.673162,5.428857,6.802224
ENSG00000100314,CABP7,6.105298,6.215516,6.1183235,6.456632,6.2026675,6.226146,6.2113675,6.2993125,5.976108,6.126295,5.9744825,6.26411,6.495615,5.94336,6.3339965,6.039753,6.2196405,6.435954,6.434829,6.3635345,6.4071395,6.3748615,6.084881,6.2094505
ENSG00000154040,CABYR,5.6971875,5.736345,5.7823715,5.302591,5.573617,5.4715335,5.700933,5.8049985,5.847616,5.738958,5.808311,5.455326,5.3831305,5.7390315,5.7581975,5.880392,5.8143875,5.8283835,5.9977425,5.8312705,5.981882,5.982863,5.6705465,5.5638805
ENSG00000158966,CACHD1,8.173798,8.626826,8.125892,8.321545,8.045725,8.573069,8.413385,8.935424,8.572202,8.629701,8.745667,8.787242,7.398987,5.837468,7.148148,6.497669,7.277234,6.196766,7.45928,6.44998,7.502611,5.957447,7.481863,6.021681
ENSG00000141837,CACNA1A,5.395328667,5.250286,5.449906333,5.224496333,5.372017667,5.264598667,5.314715333,5.187524333,5.363760333,5.197980333,5.148317333,5.031625667,5.283036,5.181934,5.279952667,5.291535667,5.158692333,5.360392,5.323364333,5.269996,5.444350333,5.400897333,5.235812333,5.462702333
ENSG00000148408,CACNA1B,4.2188845,4.416719,4.4782665,4.3904555,4.4289935,4.1957395,4.4393865,4.3362165,4.284798,4.5529375,4.6045695,4.329696,4.831139,4.4767095,4.5220335,4.2814425,5.0269945,4.1799565,4.301904,4.3639975,4.60072,4.6154585,4.2639975,4.5606025
ENSG00000151067,CACNA1C,4.3628806,4.4566186,4.3002154,4.325658,4.4104464,4.19265,4.416467,4.236514,4.259666,4.4686408,4.3638804,4.2886236,4.59576,4.3149922,4.5323682,4.2784408,4.8984978,4.3190544,4.3599836,4.4531804,4.3297252,4.4503076,4.3613378,4.5108954
ENSG00000157388,CACNA1D,5.0784575,4.8942155,5.191058,5.2734825,5.518563,5.0597645,5.244725,5.053787,5.2802965,4.9935795,4.9905985,5.2530615,5.6981675,4.9160035,5.178067,5.280666,5.0380605,5.085807,5.4673235,5.2404585,5.321981,5.288065,5.10234,5.345887
ENSG00000198216,CACNA1E,4.4509145,4.095503,4.573214,4.484452,3.88178,4.234862,4.7138975,4.2751975,4.410494,4.1364615,4.2499135,4.4395205,4.5996005,4.668287,4.701549,4.183641,4.6071205,4.3999795,4.407824,4.5821555,4.29365,4.2590825,4.4145095,4.2198195
ENSG00000102001,CACNA1F,4.409245,4.360188,4.17452,4.353499,4.368906,4.67963,4.334562,4.749067,4.622979,4.158673,4.812608,4.487413,4.786275,4.439336,4.494898,4.475982,3.940792,4.513642,4.732988,4.472634,4.332227,4.437871,3.807946,4.422777
ENSG00000006283,CACNA1G,4.22919075,4.1116815,4.12679775,4.1798675,4.16674625,4.0652585,4.21427875,4.073674,4.36470275,4.353252,4.08419325,4.18636925,4.3468515,4.24474325,3.91230025,4.2015225,3.82400275,4.208678,4.43570575,4.351094,4.32920725,4.26596125,4.0405135,4.4315765
ENSG00000196557,CACNA1H,5.621256,5.824301,5.594118,5.657116,5.887956,5.385067,5.760907,5.403656,6.75019,5.541661,5.703691,5.306815,5.188018,5.826275,5.589492,5.766647,5.323866,5.495619,5.870712,5.541517,6.084669,5.941276,5.433671,6.120293
ENSG00000100346,CACNA1I,8.425653,8.116473,8.310862,7.648984,8.416753,7.869387,8.457276,8.153493,9.10167,7.980345,8.935771,8.224526,8.752354,9.066699,7.831602,9.005181,8.134356,9.156998,8.28913,8.954883,8.955417,9.264065,8.695289,9.414937
ENSG00000081248,CACNA1S,5.113603,5.088467,4.944412,5.038663,5.141883,4.927799,4.823194,4.936277,5.09837,4.685862,5.0002,4.880309,4.925401,4.625311,4.898326,5.083825,5.039025,5.058096,4.944922,4.998028,4.862808,5.140472,5.096676,5.156903
ENSG00000153956,CACNA2D1,3.1420135,3.7250145,3.201158,3.4142875,3.6308685,3.2360185,3.5670135,3.3575115,3.249161,3.6424445,3.254069,3.71577,3.836161,3.443788,3.4694975,3.4979415,3.783949,3.288813,3.3825835,3.3651145,3.6208855,3.3037015,3.365066,3.429701
ENSG00000007402,CACNA2D2,5.661404333,5.722485,5.870087667,5.643724,5.595099,5.881842667,5.630967,5.544782667,5.911378667,5.700075333,5.864834,5.808319333,5.688631667,6.004068,5.646312333,5.703697667,5.587173667,5.619058,5.641477,5.525834333,5.750423667,5.596734,5.666542667,5.942993
ENSG00000157445,CACNA2D3,5.753061667,5.903479,5.843067667,5.812665667,5.994016333,5.517907333,5.729383333,5.822056333,5.623698333,5.861028667,5.613406,5.704005,6.042614333,5.771339333,6.185161667,5.820319667,5.895405333,5.985027333,5.826702333,5.847648333,5.897816,5.851981,6.046081333,5.846072
ENSG00000151062,CACNA2D4,6.476058667,6.705374,6.370165333,6.933025333,6.221984,6.817706333,6.381092333,6.484636,6.717395333,6.340186333,6.589718667,6.721318333,6.351316,6.624779333,6.385907667,6.629538,6.038143667,6.595156333,6.136539667,6.418292667,6.688744333,6.387272333,6.478630333,6.46712
ENSG00000067191,CACNB1,6.013478,5.670014667,6.083406333,5.774192,5.722638333,5.751792333,5.793058333,5.681371667,5.913485333,5.648408333,6.169429333,5.754830667,5.723684,5.905536333,5.633435,5.992728667,5.386472333,5.799508333,5.725312333,5.687999,5.671721333,5.906098333,5.822632333,5.832011333
ENSG00000165995,CACNB2,6.598386667,6.603059667,6.674910333,6.659676,6.538961667,6.700416333,6.896414333,6.544311333,6.757505667,6.660347333,6.920264333,6.880167,6.764841,6.538076,6.683580667,6.609357,6.337246333,6.612234667,7.120679667,6.654674333,6.993484333,6.448217667,6.921581,6.606704
ENSG00000167535,CACNB3,6.369808,6.207123,6.41642,6.095467,6.240353,6.190062,6.234036,6.624061,6.977523,6.020805,6.937876,5.809594,5.896705,6.129666,5.746439,6.302967,5.796174,6.066394,5.917382,6.124969,6.171199,5.894092,5.959554,6.440715
ENSG00000182389,CACNB4,3.426892,3.882499333,3.187512333,3.554227,3.417848333,3.752754,3.438373,3.611328,3.433229333,3.479734667,3.271213333,3.466607,3.625201667,3.687116,3.732658,3.658717,4.042004,3.576797667,3.756394333,3.951346667,3.477435,3.507368,3.769431333,3.606179333
ENSG00000108878,CACNG1,5.286249,5.555496,5.741513,5.401192,5.622408,5.57294,5.683471,5.34496,5.279339,5.706594,5.440577,5.382824,5.845378,5.655482,5.522714,5.67205,5.277696,5.939541,5.641093,5.8086,5.563099,5.785616,5.431793,5.837144
ENSG00000166862,CACNG2,4.845786,4.743865,5.006578,4.748495,4.900177,4.874234,5.133898,4.573416,5.050832,5.104322,4.590775,5.210962,5.557422,4.949579,5.379382,4.946372,5.691661,4.657615,4.193952,4.51574,4.878807,4.790008,4.667494,4.944014
ENSG00000006116,CACNG3,4.482402,4.635379,4.63639,4.541569,4.523078,4.613581,4.844105,4.921377,4.748401,4.838562,4.783282,4.920316,4.473177,4.793742,4.780409,4.742575,4.439876,4.631707,4.890344,4.674335,4.741323,4.996297,4.416237,5.116544
ENSG00000075461,CACNG4,4.226811,3.993422,4.557422,4.113716,4.45553,3.990893,4.292889,3.973672,4.186176,4.339977,4.365079,4.07996,4.607527,4.26097,4.359412,4.249409,4.307489,4.305856,4.24405,4.065978,3.996516,4.487726,3.931376,4.011374
ENSG00000075429,CACNG5,5.172391,5.270465,5.478565667,5.227081,5.356277,5.213938333,5.123856667,5.33851,5.170426333,4.955999667,5.158154667,5.109954333,5.331591333,5.075614333,5.226810667,5.330460333,5.163962667,5.25783,5.557124,5.059879667,5.31078,5.177120667,5.401289,5.116304
ENSG00000130433,CACNG6,7.341121,6.92488,7.235364,6.205378,7.375889,6.702918,7.001311,6.82868,7.550479,6.465986,7.157501,6.585732,6.638648,6.73127,6.536737,7.010203,6.087453,6.726539,6.317102,6.530798,6.689269,6.444098,7.310866,6.180308
ENSG00000105605,CACNG7,3.642877,3.4992335,3.812644,3.812631,3.9675325,3.596419,3.71459,3.7770835,3.692035,3.672251,3.7934665,3.6743935,4.0242775,3.94119,3.981948,3.8984735,3.802973,3.761398,3.5240285,3.6881125,3.77878,3.714462,3.816319,3.8413385
ENSG00000142408,CACNG8,6.107536,6.055414,6.085649,6.154865,6.211489,6.000012,6.172289,6.091958,6.049585,6.213874,6.007014,6.082174,6.446507,6.279097,6.102324,5.832268,5.846207,6.175535,5.779207,6.05146,6.261832,6.350468,6.093328,6.227712
ENSG00000116161,CACYBP,10.066909,9.893505,10.19336025,10.10766225,10.113597,10.19714825,10.18302775,10.11298175,10.1899265,9.9919225,10.33783375,10.0482215,9.51659525,9.80552,9.628128,9.99439475,9.68550525,9.904193,9.74847675,9.911384,9.8143615,9.90458275,9.75395275,9.88227525
ENSG00000084774,CAD,7.04638,7.05913,7.1481115,6.9757715,7.025403,6.9582395,7.2321845,7.1889115,7.7568315,6.992128,7.383934,7.0294775,6.835119,6.9911915,6.8723355,7.01389,6.6478105,6.887131,6.646946,6.7235845,7.1111625,7.0308505,7.003561,6.9120495
ENSG00000182985,CADM1,6.8505645,6.326866,6.726423,6.3706355,6.797505,6.322305,6.6718655,6.295831,6.498515,6.466437,6.161787,6.4080815,6.156911,7.1357325,6.03692,6.855467,6.4732695,6.97815,6.2902015,7.040032,6.042897,6.9442555,5.9529075,7.0742165
ENSG00000175161,CADM2,3.516516,3.711099,3.481093,3.356057,3.156206,3.681303,3.826897,3.339728,3.615335,3.407315,3.594998,3.661257,4.1521,4.317199,3.441188,4.250924,3.658751,3.912764,3.971797,4.011925,4.014146,3.515714,3.96662,3.917254
ENSG00000162706,CADM3,4.91586425,5.015231,5.11810025,5.00910875,5.29759825,4.82146775,5.06176475,4.9724165,5.322228,5.001661,5.0460755,5.02755475,5.29531925,5.105354,4.99401625,5.13993275,4.92981575,5.05250825,5.13922225,4.9437755,5.0256505,5.17135875,5.00714675,5.04335175
ENSG00000105767,CADM4,4.2878015,4.3494595,4.0542515,4.8351665,4.3532925,5.0362305,4.2064855,4.7612405,4.249122,4.5851715,3.8818275,4.4184925,4.1485095,4.546596,4.5137305,4.398584,4.5053435,4.838315,4.6598675,4.697297,4.5834845,4.4305755,4.6223955,4.6208595
ENSG00000163618,CADPS,3.29864525,3.34513075,3.45582725,3.238393,3.33842975,3.2577975,3.37618525,3.278593,3.37803375,3.2931845,3.299814,3.23508325,3.37464975,3.5884475,3.42051575,3.4528785,3.5765785,3.25573225,3.236425,3.3768455,3.21543925,3.32676925,3.33161675,3.37267525
ENSG00000081803,CADPS2,2.9918275,3.66809125,3.07423725,3.008679,3.10621975,3.155544,3.2108775,2.92410775,3.09343775,3.3336975,3.1982195,3.362587,3.50447175,3.065489,3.234712,3.02305575,4.17364725,3.026191,2.95491825,2.914087,3.1014095,3.338773,3.38973825,3.169484
ENSG00000164304,CAGE1,3.253243,2.866119,3.49835,3.064152,3.230726,3.317119,3.555897,3.16816,2.965829,3.234504,3.116694,3.391392,3.49388,3.311056,3.570774,3.483462,4.125032,3.003869,3.034926,3.154582,3.282444,3.362226,3.230987,3.300844
ENSG00000104327,CALB1,4.2917835,3.7933245,3.7934845,3.82602,4.059731,3.8051675,4.180039,3.9446295,3.98221,3.864906,3.957752,4.2111105,4.440832,4.437161,4.0179455,3.7529835,4.428399,4.1018735,4.3751915,3.9044355,4.116517,3.660245,4.3714675,3.858706
ENSG00000172137,CALB2,3.615526,3.752012,3.607613,3.699309,3.7607,3.747358,3.447676,4.041307,3.810628,3.875515,3.55089,3.724407,3.702023,3.84486,3.432873,3.837641,3.427801,3.689186,3.593063,4.085522,3.663223,3.392613,3.714379,3.581149
ENSG00000110680,CALCA,3.716324,3.529579,3.5286555,3.7494195,3.828103,3.390847,3.801083,3.8095985,3.5742425,3.8174795,3.8334305,3.7233295,3.5985705,3.80917,3.4605675,3.609149,3.9140775,3.633826,3.494738,3.5590955,3.5898275,3.7270795,3.6783895,3.6651565
ENSG00000175868,CALCB,2.829426,2.870347,2.859655,2.751738,3.141246,2.844418,2.738959,2.681943,2.555617,2.80359,3.064473,3.099167,3.527927,3.145967,2.97119,2.741525,3.815208,3.064753,2.709265,2.592352,2.81736,3.280742,3.017208,3.178871
ENSG00000012822,CALCOCO1,10.223082,10.03172,10.189071,10.026456,10.047849,9.877483,9.940373,10.11042,10.500778,10.133833,10.369706,10.020859,10.303308,10.412062,10.338383,10.555223,10.30918,10.362173,10.341939,10.338581,9.985761,10.346655,10.173793,10.176879
ENSG00000136436,CALCOCO2,10.1975146,10.2330814,9.9523484,10.2979822,10.1442398,10.1261224,10.0864208,10.1687222,9.847967,10.1638364,9.8146714,10.1891958,10.154403,10.262396,10.161174,10.0962742,10.1473924,10.2429776,10.1465994,10.2648824,10.0142082,10.1179658,10.0339804,10.1890188
ENSG00000004948,CALCR,3.680221,3.771906,4.063821,3.525293,3.999765,3.598556,3.636064,3.830997,3.6387985,3.6559335,3.744898,3.5275655,3.8941,3.7559405,3.8301325,3.9427935,4.021365,3.6290595,3.818198,3.400769,3.801891,3.5630655,4.0449675,3.773046
ENSG00000064989,CALCRL,4.054469,4.216928,4.07885875,4.6538555,3.98910025,4.790236,3.73001375,4.6069085,3.911672,4.36033875,4.13064625,4.498262,4.07910075,4.47740225,4.059307,3.85800725,3.7749,4.30321025,4.013334,4.41293725,4.12191325,4.29510225,4.4103915,3.98372375
ENSG00000122786,CALD1,5.758416,5.84653425,5.38197875,5.546086875,5.762347375,5.305932,5.652306375,5.4677735,5.401696875,5.570138625,5.35343825,5.5556235,5.660438,6.089177125,5.5013625,5.472377,5.527089875,5.86031325,5.666798375,5.709753875,5.34512175,5.9585245,5.681975875,6.06498825
ENSG00000185933,CALHM1,5.270646,4.934196,4.793004,4.668966,5.019061,4.377034,4.865679,4.677582,5.097431,4.991436,4.387217,5.127789,4.813311,4.702001,4.996641,4.604642,4.858711,5.161715,4.972204,4.7836,4.836674,4.703417,4.623405,5.403788
ENSG00000138172,CALHM2,7.883746,7.984776,7.825194,7.927234,8.259783,8.011401,7.84208,8.164865,7.193393,8.018727,6.914677,7.887349,7.876858,7.577246,7.862549,7.343608,7.721965,7.416044,7.160339,7.567439,8.001477,7.065979,7.737924,7.144594
ENSG00000183128,CALHM3,4.853704,4.677389,4.886668,4.701051,5.123821,4.664882,4.811087,4.907777,4.721948,4.623015,4.778495,4.65183,4.478204,4.548123,4.43,4.943845,4.460651,4.689054,4.909474,4.770792,4.783098,4.877759,4.707228,4.599604
ENSG00000198668,CALM1,12.4696164,12.4792238,12.4631806,12.311071,12.5919318,12.2737678,12.5810686,12.3528266,12.4989942,12.5709062,12.5684596,12.410471,12.4732312,12.4867386,12.4208184,12.3089694,12.5161572,12.4621998,12.6513492,12.4469888,12.618581,12.5035978,12.5832632,12.4413292
ENSG00000143933,CALM2,6.635579,7.080259,6.643084,6.966295,6.820947,6.861673,6.87773,6.80619,6.482086,6.840925,6.638057,6.798004,6.978311,6.912953,6.926406,7.003076,7.06405,7.07224,6.752471,6.86843,7.166503,6.71913,6.920613,6.973983
ENSG00000160014,CALM3,9.784936333,9.74405,9.754589667,9.799620333,10.025815,9.617677,9.857615,9.988248667,9.948810333,9.752407333,9.574153667,9.691682,9.878073667,10.062412,9.712111333,9.961336333,9.690036,10.00821033,10.00957133,10.010609,9.864394333,9.855668333,9.858569,9.949752333
ENSG00000178363,CALML3,7.298432,7.048718,7.579407,6.970218,7.408689,6.833038,7.308106,7.230682,7.455478,6.982903,7.334032,7.248666,7.079036,6.844758,7.23007,7.289142,6.736243,7.162371,7.163173,7.231685,7.05414,7.403851,6.859614,7.301207
ENSG00000129007,CALML4,8.0046568,8.305882,7.8588804,8.3039612,7.5754688,8.4773066,7.6913716,8.450082,8.2886208,8.2073788,7.912936,8.3050968,8.199733,8.4044966,8.5645808,8.402843,7.9301974,8.4134324,8.3657096,8.3174358,8.17178,8.0291398,8.4407292,8.0510742
ENSG00000178372,CALML5,6.447223,6.191146,6.542435,6.24049,6.433761,6.129226,6.318154,6.21448,6.239177,6.362041,6.084175,6.357568,6.244843,6.461448,6.051275,6.27146,6.027653,6.358597,6.469708,6.423669,6.200429,6.308886,6.066913,6.51018
ENSG00000169885,CALML6,5.562212,5.747509,6.043694,5.891252,5.769575,5.649573,5.825107,5.705443,5.817829,5.943048,5.574605,5.546412,5.621255,5.842134,5.667151,5.550651,5.666538,5.678757,5.612968,5.63505,5.717742,5.530991,5.901926,5.653983
ENSG00000183166,CALN1,3.301244,3.593997667,3.451756333,3.301630333,3.703464667,3.358110333,3.563391667,3.373350667,3.457773667,3.559514333,3.360006667,3.406188,3.591123,3.531006,3.542766,3.283336333,3.590964667,3.285348667,3.436422,3.538809667,3.67713,3.487265667,3.437051333,3.539208333
ENSG00000179218,CALR,7.762804,7.886196333,7.428460333,7.435026,7.468424333,7.476801,7.786848333,7.310272333,6.782336667,7.808194,6.631188,7.450834667,7.706735,7.967876,7.382184333,7.516753333,7.565415667,7.72616,7.819207667,7.707909,7.760709,7.920840333,7.758751,7.753789667
ENSG00000269058,CALR3,5.089636,5.603361,5.600924,5.119851,5.324321,5.05277,5.202104,5.073379,5.250983,5.02224,5.398099,5.271693,6.044038,5.289196,5.575456,5.493404,6.578221,5.31823,5.584689,5.337192,5.331181,5.618687,4.773456,5.831496
ENSG00000128595,CALU,8.884867,8.9035695,8.673715,8.86446775,8.8135885,8.72842725,8.75837675,8.63196375,8.4737325,8.88955625,8.733767,8.6594335,8.548434,8.765145,8.67429925,8.52248825,8.63844675,8.761035,8.75063275,8.77162625,8.8228865,8.74520225,8.7345625,8.798945
ENSG00000130643,CALY,6.814732,6.671549,6.897819,6.463306,7.091303,6.178088,6.810278,6.630219,6.679869,6.779137,6.589879,6.655512,6.757292,6.930041,7.077279,6.934693,6.579861,6.686998,6.662262,6.80048,6.607826,6.969134,6.745514,6.832943
ENSG00000134072,CAMK1,8.185543,8.419568,8.233238,8.173404,8.469284,8.232819,8.162825,8.205564,8.051545,8.135429,7.707219,7.948748,8.142934,8.373711,8.4591,8.218397,8.105878,8.339732,7.796028,8.355819,8.409037,8.042399,8.341501,8.262771
