ENSEMBL,Symbol,WT_CT8_dup1,WT_CT8_dup2,WT_CT12_dup1,WT_CT12_dup2,WT_CT16_dup1,WT_CT16_dup2,WT_CT20_dup1,WT_CT20_dup2,WT_CT24_dup1,WT_CT24_dup2,WT_CT28_dup1,WT_CT28_dup2,KO_CT8_dup1,KO_CT8_dup2,KO_CT12_dup1,KO_CT12_dup2,KO_CT16_dup1,KO_CT16_dup2,KO_CT20_dup1,KO_CT20_dup2,KO_CT24_dup1,KO_CT24_dup2,KO_CT28_dup1,KO_CT28_dup2
ENSG00000121410,A1BG,5.641033333,5.879860667,5.861533,5.593954667,6.005862333,5.879472333,5.720981333,5.874169,6.125763,5.812016333,6.202936333,5.604787667,5.902755,5.576938333,5.600111,5.663387333,5.717113333,5.576828333,5.531152333,5.590358333,5.577659,5.743528,5.650238667,5.736072
ENSG00000148584,A1CF,2.677277,3.142241,2.491307,2.625405,2.520998,2.601883,2.504294,2.939496,2.792418,3.258298,2.691735,2.708898,2.949284,2.938558,2.973602,2.462954,3.222734,2.416436,2.520347,2.726169,2.96298,2.564032,2.656182,2.658287
ENSG00000175899,A2M,4.978025,5.208213,4.996259,5.404403,5.189816,4.987905,4.817133,4.917295,5.271807,4.922788,5.173649,4.980627,5.117678,5.226334,5.02022,4.969619,5.041247,5.145818,5.157534,5.212675,5.087037,5.245461,4.851834,4.868134
ENSG00000166535,A2ML1,4.0496925,4.0860975,4.3640195,4.1323655,4.423129,4.2214855,4.4731745,4.09522,3.918867,4.2819895,4.027978,4.000917,4.3796455,3.850293,4.526746,4.194523,4.555176,4.2748465,3.9181075,4.171887,3.949266,4.2658265,3.9950285,4.198896
ENSG00000128274,A4GALT,5.723748,5.468585,5.541788,5.593727,5.730778,5.729726,5.601155,5.435729,5.742525,5.574821,5.511378,5.771149,5.351955,5.588332,5.118625,5.298938,5.434862,5.483425,5.761807,5.692813,5.80235,5.391087,5.073125,5.724209
ENSG00000118017,A4GNT,3.752731,3.616894,3.924134,3.923313,3.779732,3.962679,3.972757,4.01547,3.605634,3.698454,3.807864,4.050796,3.684487,3.78923,3.559014,3.651018,3.63248,3.968854,3.735189,4.188031,3.737173,3.666874,4.258875,3.767596
ENSG00000094914,AAAS,8.334122,8.512789,8.444051,8.315967,8.546215,8.497088,8.378755,8.487194,8.648443,8.417303,8.583806,8.422341,8.373777,8.490124,8.400136,8.558742,8.486077,8.506782,8.12297,8.325339,8.513592,8.288135,8.565572,8.380665
ENSG00000081760,AACS,8.310316,8.301134,8.169716,8.184453,8.581924,8.176676,8.617133,8.225747,8.376476,8.270466,8.433322,8.227544,8.089069,8.28457,8.071892,8.047302,8.02038,8.2149,8.087463,8.252408,8.3746,8.19829,8.130933,8.337812
ENSG00000114771,AADAC,3.1971265,3.5073865,3.345454,3.193408,3.687534,2.9746255,3.3259665,3.4460715,3.440538,3.4948535,3.407962,3.5330675,4.102902,3.7960955,3.9968265,3.497294,4.6535085,3.466951,3.020796,3.0865855,3.346304,3.823823,3.570718,3.2208625
ENSG00000197953,AADACL2,3.028965,2.834252,3.025261,2.952436,2.58033,2.744212,3.119116,2.902907,2.626768,2.999599,2.89031,3.078822,2.956452,2.808427,2.822902,2.802397,3.488299,2.847956,2.852807,3.017957,2.680035,3.116817,2.937024,2.77238
ENSG00000188984,AADACL3,3.330326333,3.491125333,3.364501667,3.605779,3.365690333,3.511807,3.442965333,3.414554333,3.486703,3.409776,3.482060667,3.574782333,3.783136,3.271641,3.539208667,3.477331333,3.787368333,3.336042667,3.491569333,3.574838667,3.480567333,3.582027333,3.455842333,3.478258
ENSG00000204518,AADACL4,2.972698,3.123281,3.200304,2.802369,3.245276,2.808093,3.206402,2.884722,2.916183,2.967701,3.201858,2.863226,3.363902,2.820433,3.324342,2.992907,2.890706,3.140451,2.93764,3.037016,2.919256,3.10865,2.932438,2.977214
ENSG00000109576,AADAT,2.470053,2.38287,2.554983,2.445591,2.266718,2.347695,2.503259,2.471167,2.601354,2.272523,2.377802,2.296714,3.035581,2.499618,2.596061,2.412369,2.429771,2.545595,2.752544,2.479909,2.557385,2.370227,2.375899,2.310415
ENSG00000103591,AAGAB,9.0847315,9.13958,9.048915,9.216122,9.246848,9.1082915,9.0483155,8.885457,8.6126845,9.1558785,8.6686085,9.0217185,8.93957,9.0475305,9.0990605,8.86265,9.0525935,9.1372115,9.164968,9.1154985,9.3283115,8.811837,9.1816975,9.162084
ENSG00000115977,AAK1,7.329299125,7.506985125,7.27213125,7.29220575,7.381412,7.257154625,7.432177125,7.351525625,7.43831525,7.489456375,7.117206125,7.439119875,7.48603575,7.241779625,7.163926625,7.046838875,7.308238125,7.266554,7.850377125,7.317938,7.61837075,7.145240625,7.438317125,7.309486375
ENSG00000127837,AAMP,8.128844,8.117172,8.22989,8.070271,8.280408,8.032404,8.149416,8.350507,8.538594,8.023471,8.164233,7.784389,8.218125,8.251144,8.142052,8.189,7.97718,8.244505,7.648498,8.041208,8.287573,8.084727,8.267828,7.983348
ENSG00000129673,AANAT,5.15129,4.848674,5.090104,4.967761,5.398003,4.819778,5.176969,5.0325,5.142648,5.33291,5.191208,4.976448,5.730891,4.778795,4.810267,5.043723,4.953983,5.117434,5.285907,5.110837,5.062099,4.974929,4.988357,5.147737
ENSG00000124608,AARS2,8.24273925,8.303664,8.4818615,8.23834925,8.4631985,8.218798,8.55370175,8.46914625,8.74563575,8.11177075,8.6531155,8.2020745,8.128326,8.17581275,8.0877655,8.214103,7.93210575,8.204344,8.10237525,8.04604225,8.240764,8.25098975,8.29614825,8.264319
ENSG00000266967,AARSD1,6.335457,6.512285333,6.638206667,6.508270333,6.570008667,6.496412333,6.630132667,6.633410667,6.744414333,6.466457667,6.86163,6.519814,6.346272667,6.429645667,6.506867667,6.681958667,6.232523,6.562835333,6.146028333,6.557388333,6.597350667,6.528810667,6.536946333,6.32149
ENSG00000157426,AASDH,9.0063505,8.559395,8.9786775,8.7680825,8.7750855,8.7822995,9.0834815,8.5876485,9.166245,8.5198995,9.363622,8.7780345,8.6466535,8.846006,8.624747,8.747239,8.4498545,8.8193315,8.8434585,8.728696,8.594004,9.00448,8.568155,9.180517
ENSG00000149313,AASDHPPT,8.4699668,8.4094298,8.3778212,8.4789968,8.5569608,8.3246028,8.5405268,8.3252214,8.3117426,8.6075528,8.391626,8.457573,8.2142006,8.1865104,8.3364294,8.0846128,8.4165564,8.457307,8.5197928,8.2056836,8.446918,8.3084574,8.4230698,8.3185022
ENSG00000008311,AASS,3.865911,3.978459667,4.026574333,4.005286,3.874038667,4.091175667,3.819293333,4.273076,4.032984333,4.276696667,4.188358667,4.098219333,3.933559667,3.892269333,4.042506333,3.519316667,3.724876333,3.431682667,3.649895667,3.721462667,3.833562,3.860476333,3.894843,3.466772333
ENSG00000275700,AATF,10.696906,10.794146,10.541097,10.61836,10.916002,10.633166,10.809447,10.658121,10.81203,10.696417,10.685444,10.724979,10.955129,10.830639,10.791888,10.667357,10.825796,10.887955,10.627924,10.764528,10.789909,10.769462,10.913687,10.798342
ENSG00000181409,AATK,8.633021,8.710887,8.462579,8.725181,8.66897,8.570202,8.672675,8.552352,8.517114,8.538837,8.21559,8.735278,9.23803,9.072747,9.096193,8.93879,9.112909,9.045108,8.809019,8.868467,8.921955,8.779836,9.187077,8.933736
ENSG00000183044,ABAT,8.402535333,8.510927333,8.294241333,8.574440333,8.409066,8.218896,8.292651,8.326035,7.970221333,8.405053667,7.641927667,8.370544667,8.731497667,8.517895,8.735099333,8.391379333,8.560306667,8.713468333,8.765347333,8.583105333,8.675674333,8.267498,8.654670333,8.590933333
ENSG00000165029,ABCA1,8.811758333,7.738136667,8.739172667,7.759238333,8.530725,7.730895667,8.554637667,7.728611,8.010815667,7.763429333,8.005607,7.823508667,8.545908667,9.023715,8.746724667,9.271777,8.716013667,9.080545667,8.576626667,8.873566667,8.067613333,8.742147333,8.148077333,8.798249
ENSG00000154263,ABCA10,3.479379667,3.237826333,3.877956667,3.695699333,3.362533,3.858026667,3.301993667,3.299611667,4.332006,3.427357667,4.254662333,3.540985333,3.394973333,3.549814,3.305306667,3.504116333,3.329529,3.806940667,3.216924333,3.416178667,3.36268,3.317974667,3.943353667,3.506415667
ENSG00000251595,ABCA11P,4.550104,4.68249,4.732594,4.570538,4.803273,4.680597,4.938793,4.574299,5.131018,4.926992,4.755473,4.854515,4.19048,4.649569,4.508669,4.991597,4.439372,4.631787,5.085549,4.623566,5.171841,4.666239,5.143001,4.615378
ENSG00000144452,ABCA12,3.302175,2.970602,3.29362,2.902013,3.211941,2.8362175,3.3117345,3.130624,3.293366,3.200087,3.1613405,3.375726,3.0767745,3.3547045,2.9822425,3.2047615,3.1390025,3.2744765,3.3500015,3.2826185,3.2772095,3.239388,3.056147,3.3085615
ENSG00000179869,ABCA13,2.981717,3.644368,2.629132,4.49704,2.688395,4.400136,2.888537,4.330271,3.194638,3.704217,2.821451,4.317041,3.184688,3.47333,4.054103,3.093881,3.542844,3.639481,3.339293,2.929766,3.454507,2.851385,3.947162,2.874598
ENSG00000238098,ABCA17P,7.021757,7.11269,6.900914,6.535934,6.33021,6.97359,7.235037,6.579457,8.112353,6.747667,7.824388,7.169112,7.794833,6.984179,6.866624,6.09747,8.351702,6.793359,6.615491,6.46458,6.973072,6.781066,6.820719,6.565104
ENSG00000107331,ABCA2,8.226514,8.147355,8.513549,8.063791,8.2148,8.155789,8.121139,7.965043,8.645384,7.875624,8.661884,7.89597,8.18225,8.538866,8.059712,8.514008,7.965432,8.200004,7.724592,8.172872,7.93623,8.190176,8.108268,8.389481
ENSG00000167972,ABCA3,5.706413,5.6079945,5.813696,5.4592085,5.8491115,5.5327315,5.6261805,5.498172,6.2595665,5.3186595,5.8590975,5.3374525,5.7046765,5.758354,5.1656665,5.6603155,5.2700475,5.7127815,5.5779185,5.593269,5.79815,5.67506,5.495115,5.6824195
ENSG00000198691,ABCA4,5.394066,4.903211,5.594967,5.552897,5.359648,5.546255,5.413907,5.332354,5.021714,5.592861,5.529664,5.716227,5.31393,5.248639,5.433046,5.423344,5.554374,5.783183,5.157407,5.795409,5.443244,5.514597,5.065684,5.659323
ENSG00000154265,ABCA5,7.3582775,7.14975825,7.375381,6.98432925,6.996657,7.3328745,7.2492985,6.9001525,7.81209675,6.89921,7.828979,7.22173725,6.91602375,6.6748095,6.60673175,7.11364475,6.94996175,6.8958155,6.72499225,6.93510825,6.8680305,7.2011505,6.9589845,6.6477565
ENSG00000154262,ABCA6,3.6912365,3.858371,3.643229,3.620791,3.598081,3.718376,3.8052505,4.080797,3.7486295,3.7292345,4.2501765,3.6038995,3.714672,4.3230565,3.7070505,3.8749045,3.873397,4.018049,3.690902,4.4122225,3.832106,3.6703735,3.937788,3.6302185
ENSG00000064687,ABCA7,8.502177,8.5150475,8.9330135,8.7658785,8.532607,8.7820105,8.65369,8.986777,9.739634,8.535897,9.290718,8.6628935,9.0087955,8.6449935,8.869753,9.146794,8.8155305,8.496574,8.040372,8.507932,8.758012,8.418537,8.870133,8.3789185
ENSG00000141338,ABCA8,3.350523,3.155786,3.515087,3.251673,3.155218,3.284785,3.35896,3.323656,2.927075,3.317915,3.273285,3.592241,3.853234,3.024337,3.886618,3.47687,3.559347,3.183849,2.635589,3.313517,3.357392,3.250363,2.836184,3.418421
ENSG00000154258,ABCA9,3.684641667,3.339269,3.410875667,3.352867333,3.407916667,3.212292333,3.492268333,3.426942333,3.517402667,3.379711667,3.890041333,3.542285667,3.615034667,3.536497667,3.71527,3.412181,3.702129667,3.338567333,3.367743333,3.555130667,3.544559333,3.292156,3.628317,3.457508333
ENSG00000085563,ABCB1,7.357928333,7.31136,7.255085333,7.389931333,7.314597333,7.601984667,7.174590333,7.351172667,7.855244667,7.251479667,7.612157,7.416739,7.225587333,7.842023667,7.181454,7.372254333,7.035284,7.393078333,7.359019333,7.420946667,7.1317,7.679654333,7.406614,7.301768667
ENSG00000135776,ABCB10,9.933271,9.797165,10.267871,10.08544,9.829456,10.239217,9.953231,9.978186,10.098412,9.842625,10.427664,10.045714,9.520456,9.951695,9.679859,10.083798,9.448273,9.935767,9.751179,9.999281,9.841708,9.932456,9.851632,9.983331
ENSG00000073734,ABCB11,3.377112,3.396581,3.21767,3.247109,3.648362,3.34944,3.257099,3.292522,3.57186,3.011519,3.198837,3.27798,3.327564,3.428758,3.517263,3.378139,2.93239,3.235547,2.941664,3.067471,3.360151,3.096396,2.991763,3.200959
ENSG00000005471,ABCB4,5.017442,5.433206667,4.710586667,5.039685333,4.460841,5.557957,5.218346333,5.088648,5.254088333,5.184407,5.044366,5.260127,5.141347667,5.063701,4.996902333,4.904034333,5.082824,5.591136333,5.457084667,5.025187333,5.203427,5.310932,5.0066,5.051755667
ENSG00000004846,ABCB5,3.382091333,3.569475,3.581556667,3.516871667,3.829376667,3.385701333,3.592969333,3.719378333,3.509533667,3.384094,3.509957667,3.436158333,3.541674333,3.614814333,3.63641,3.577979667,3.407236333,3.641814333,3.497870667,3.348910333,3.691165,3.365693667,3.550679333,3.516686
ENSG00000115657,ABCB6,6.50629,6.770141,6.581892,6.482873,6.400891,6.690203,6.559832,6.971341,7.15831,6.651072,6.820951,6.174732,6.507662,7.199683,6.398606,6.842531,6.343107,6.80818,6.384769,6.864108,6.473421,6.62435,6.6942,6.971207
ENSG00000131269,ABCB7,9.37107,9.529633,9.431921,9.460448,9.466936,9.59882,9.348858,9.310989,9.558313,9.457487,9.482259,9.529685,9.268381,9.299494,9.306077,9.149715,9.115898,9.074775,9.381975,9.138689,9.690372,9.122587,9.362629,9.376991
ENSG00000197150,ABCB8,6.397743333,6.532383667,6.580416667,6.496254333,6.419351667,6.712682667,6.425399333,6.581314333,6.958234333,6.471661333,6.906067667,6.487777667,6.501326,6.494758667,6.113569,6.679796333,6.241614,6.498978667,6.009040667,6.371286,6.525783667,6.433269333,6.580049,6.438754667
ENSG00000150967,ABCB9,5.8982625,5.0553775,5.482708,5.219866,5.4908945,4.9568955,5.5238865,5.064444,5.806299,5.067468,5.8144035,5.359423,5.096383,5.1516015,5.2953445,5.52038,5.0454685,5.51504,4.972559,5.365315,5.1574225,5.543181,5.0104825,5.361211
ENSG00000103222,ABCC1,9.718087,9.8566385,9.641288,9.685701,9.681657,9.6485985,9.7659475,9.689853,9.6311845,9.6839015,9.4294625,9.741837,9.681843,9.6076075,9.458752,9.156943,9.5871845,9.369386,9.5516505,9.423386,9.794809,9.460074,9.497165,9.5209965
ENSG00000124574,ABCC10,7.389661,7.432654,7.612374,7.366238,7.402737,7.488331,7.461734,7.349937,7.954134,7.339197,7.750934,7.409446,7.324956,7.432904,7.51719,7.556996,7.175244,7.198509,6.961554,7.036807,7.451908,7.378436,7.286417,7.4075
ENSG00000121270,ABCC11,4.385565,3.792898,3.986027,4.050356,4.313003,3.832099,3.879646,4.151244,4.515987,3.988712,4.363747,4.215687,3.86047,3.813442,3.739471,4.254174,3.494963,3.966983,3.96526,4.123264,4.018782,4.184446,3.982734,4.135999
ENSG00000140798,ABCC12,3.727657,3.77992775,3.8697185,3.65843675,3.9138145,3.55796275,3.7954275,3.559931,3.6635265,3.7291555,3.676008,3.566008,4.07338925,3.6818215,3.87376,3.70564425,3.70483425,3.6526355,3.83273025,3.74987925,3.863263,3.68410525,3.70263925,3.79511025
ENSG00000243064,ABCC13,5.170391,4.703815,4.7152695,4.7061445,4.936137,4.027923,4.6128075,4.8224755,4.482878,4.605162,4.2954855,4.956992,4.6133985,5.411158,4.7188035,5.0876985,4.1377925,4.948098,4.4536795,5.4888335,3.7469745,5.4544485,4.567555,5.4153435
ENSG00000023839,ABCC2,5.3948918,5.1517524,5.3799702,5.3748468,5.1567938,5.203697,5.2937862,5.0959,5.5163302,4.8260756,5.6602748,4.9403638,5.157039,5.5339144,5.3118228,5.5869834,5.2871656,5.3752594,5.2778576,5.2990304,5.3240038,5.3796898,5.3135426,5.05003
ENSG00000108846,ABCC3,6.645143,6.7183935,6.48092825,6.58501325,6.8485155,6.4365645,6.6999285,6.54643525,6.51410375,6.69947125,6.3262745,6.61186625,6.6071845,7.2387195,6.7691215,6.9320685,6.34665125,7.0262585,6.5357975,6.99219,6.61149625,6.88248175,6.6603295,7.0359355
ENSG00000125257,ABCC4,7.0098125,7.13316,6.6490285,6.9635435,6.8117315,6.572082,6.9628675,6.9270875,6.629792,7.175584,6.7963705,7.1296325,6.6743055,7.654709,6.576495,6.9691715,6.8780805,7.301704,6.4878355,7.394978,6.6717745,7.558173,6.807462,7.6189125
ENSG00000114770,ABCC5,7.1927685,7.749292,7.3184985,7.75265425,7.23977625,7.73740175,7.2286345,7.60999275,7.46860475,7.65226925,7.50100675,7.629978,7.36781525,7.13504925,7.56374375,7.49239525,7.50313525,7.375994,7.44268725,7.2800475,7.389887,7.2216055,7.509893,7.083645
ENSG00000091262,ABCC6,6.016271,5.995714,5.464513,5.997874,5.933795,5.819406,5.933488,6.043028,5.933615,5.872971,5.92084,6.089153,6.033713,5.716973,5.734116,5.691801,5.452841,5.54675,6.169175,5.989681,6.183091,6.179944,5.91053,6.227272
ENSG00000006071,ABCC8,4.8447835,4.764226833,4.891357667,4.8260885,5.1371285,4.723935167,5.014559833,4.654431667,4.826184333,4.782441,4.734804,4.838760333,4.764183333,4.801624333,4.823728333,4.841215333,4.5959305,4.756156833,4.852715833,4.778634,4.8515815,4.702416833,4.726303667,5.011047333
ENSG00000069431,ABCC9,3.445714333,3.522266,3.620202667,3.377517667,3.526899333,3.549925333,3.420548333,3.301029333,3.426752333,3.501680333,3.495958,3.464450667,3.721568667,3.497781,3.554520333,3.485195333,3.791972333,3.45418,3.644015667,3.632002333,3.587877333,3.507737,3.468196,3.568344333
ENSG00000101986,ABCD1,7.361654,7.317938,7.646136,7.12724,7.499656,7.094358,7.507556,7.219052,7.48937,7.065531,7.259614,7.210323,7.367344,7.714282,7.196967,7.69994,6.812588,7.801585,6.897162,7.631699,7.210018,7.633754,7.096727,7.647812
ENSG00000173208,ABCD2,6.298529,6.1321805,6.0653175,6.569903,5.8890355,6.9188285,6.4496435,6.391297,6.561687,6.617903,6.571801,6.7150685,5.8868165,5.615041,6.166922,6.459166,5.904967,6.1577545,6.75838,6.2674995,6.8452835,6.307538,6.8282595,6.1679395
ENSG00000117528,ABCD3,8.412426667,8.500702333,8.424250333,8.290915333,8.315674333,8.472765,8.394812333,8.287356,8.600260333,8.229317333,8.710788,8.539527333,8.100146333,8.236786,8.225706,8.244292,8.428564667,8.152321667,8.442802667,8.17967,8.238570667,8.167762667,8.346313,8.211349333
ENSG00000119688,ABCD4,6.73988,7.053402333,6.878282333,6.942458333,6.803592667,7.001477,6.964657333,6.992966667,7.145352667,6.645834333,6.996421,6.990007333,6.864920333,7.079751,6.668575667,6.797424667,6.829284667,6.793661667,6.662818667,6.595229,6.882324667,6.717292,6.976697333,6.606663333
ENSG00000164163,ABCE1,7.9927435,7.7345495,7.95672125,7.912212,7.9241915,8.026007,8.01548625,7.986491,8.03800775,7.87634175,8.0913755,7.87087825,7.499502,7.6416535,7.64461925,8.00523025,7.38312775,7.63780675,7.60637925,7.70428675,7.74021025,7.784573,7.724659,7.65951375
ENSG00000204574,ABCF1,10.1229275,10.21444,10.1935935,10.0581365,10.33554,10.0785775,10.330502,10.1793515,10.431862,10.18527,10.236391,10.111403,9.931826,10.1564265,9.899807,10.0175065,9.8930075,10.1079035,9.919926,10.0399925,10.1272475,10.1001115,10.0444855,10.092592
ENSG00000033050,ABCF2,7.195586,7.092727,6.89685175,7.2985545,7.27683075,7.10823525,7.14184575,7.32192975,6.930791,7.126166,6.9255415,7.168375,7.1957285,7.128075,7.07774875,6.98048975,6.97703025,7.1429705,7.00788475,7.1763395,7.3614485,7.0189375,7.24263275,6.8821115
ENSG00000161204,ABCF3,9.385376,9.419277,9.455963,9.320991,9.338387,9.289655,9.506819,9.542088,9.843104,9.184894,9.531243,9.279869,9.541279,9.420253,9.270832,9.407318,9.227525,9.344509,9.098566,9.248021,9.468974,9.223455,9.469921,9.221247
ENSG00000160179,ABCG1,9.0317695,8.637872,9.4843325,8.926919,9.3108955,8.6240775,9.263129,8.782334,9.1763555,8.6881145,8.857192,8.558394,9.413901,9.2261145,9.582346,9.760049,9.3578165,9.734377,9.274448,9.4789945,9.1771905,9.2867265,8.9230475,9.464812
ENSG00000118777,ABCG2,4.38778875,4.5224715,3.9484705,4.3464795,3.75634625,3.9045245,3.90091925,4.17512425,3.954937,4.196434,3.81620625,4.297045,4.28137125,4.923314,4.159513,4.39944125,4.91506725,4.39900125,4.03014475,4.73666,4.19381625,4.6843065,4.3949805,4.8261615
ENSG00000172350,ABCG4,4.011803,4.231038,4.388722,4.23678,4.457132,4.038727,4.437771,4.364288,4.216341,4.249674,4.311483,4.070598,4.399259,4.575988,4.091764,4.395187,4.15586,4.221308,4.303138,4.521837,4.257489,4.171146,4.111156,4.201928
ENSG00000138075,ABCG5,3.7185765,4.1083365,3.6002775,3.804563,4.0023835,3.7853775,4.0249415,3.8035035,3.7104655,3.828212,3.695419,3.655078,4.325462,3.713611,4.3493045,3.915682,4.8787745,4.0141785,4.1237135,3.966208,4.0147835,4.3354325,3.9899905,4.1395925
ENSG00000143921,ABCG8,4.97201,4.818199,4.884999,4.606973,5.006192,4.508357,4.997207,4.883405,5.165046,5.093012,4.868504,4.777071,5.1714,4.950022,5.243399,4.848263,4.523044,4.648189,4.712814,4.865063,5.230779,5.036026,4.611191,4.831802
ENSG00000143994,ABHD1,4.636846,4.502355,4.844777,4.848636,4.899625,4.308833,4.535655,4.598218,4.698607,4.977109,4.763768,4.276559,4.636525,4.74234,4.725551,4.632697,4.396113,4.356635,4.857969,4.558263,4.811356,4.674228,4.523381,4.650639
ENSG00000144827,ABHD10,9.22457,9.1293875,9.239292,9.4494535,9.128806,9.504489,9.3347165,9.2079575,8.880646,9.241367,9.336396,9.460565,8.9470025,8.762046,8.831971,8.885418,8.96889,9.0823225,8.9720095,9.1639565,9.1664965,9.230681,9.2087995,9.02902
ENSG00000106077,ABHD11,6.420599,6.743659667,6.586909667,6.670956333,6.645047667,6.872366,6.585723667,6.666147667,6.800019667,6.633155333,6.509912667,6.679887,6.946004667,6.670267333,6.908560667,6.774613333,6.758051667,6.611407667,6.824644,6.60474,6.97018,6.617435333,6.9254,6.596129667
ENSG00000100997,ABHD12,7.725712667,7.825846667,8.000973,7.801471667,7.896409333,7.808765667,7.831882667,7.912785333,7.923381,7.700165333,7.803802667,7.823576667,7.818699,8.089065333,7.760586667,7.972621,7.544507,7.926886333,7.369309667,7.984136,7.741963333,7.993094333,7.805084667,7.932333667
ENSG00000131969,ABHD12B,5.711242,5.653523,5.4923565,5.9605855,5.26488,5.87438,5.2453005,5.1313295,5.373943,5.7160215,5.4240155,5.899554,5.9667295,5.9131715,5.915085,5.9601415,5.707759,6.060504,6.6285785,6.010454,5.782214,5.7849085,5.892983,5.7900435
ENSG00000139826,ABHD13,8.911076,8.664063,8.971124,9.16771,8.648936,9.590577,8.9737615,8.8587995,8.802551,8.7272,9.0206485,8.9752595,8.3333535,8.651373,8.744304,9.054142,8.669261,8.8425905,8.655427,8.8685615,8.7988915,8.7621155,8.806607,8.590629
ENSG00000114779,ABHD14B,10.523011,10.53092,10.731743,10.309169,10.757647,10.372267,10.87448,10.458767,10.912731,10.536052,10.913189,10.512465,10.467461,10.506628,10.213779,10.518789,10.114879,10.651465,10.231868,10.646712,10.587431,10.806699,10.575988,10.784668
ENSG00000168792,ABHD15,8.362936,8.149486,8.567946,8.079643,8.261352,8.113359,8.579952,8.048393,8.432883,8.051429,8.634879,8.063448,8.476733,8.560337,8.318797,8.305427,7.895033,8.47774,8.11534,8.427649,8.303848,8.461895,8.158153,8.289877
ENSG00000140526,ABHD2,9.301438,9.518145833,8.828107,9.487250333,9.2001535,9.354391667,9.043062833,9.2279495,8.553077167,9.423447333,8.525222833,9.355077667,10.0128885,9.726000167,10.2009505,9.423343167,9.998283667,9.692700167,10.04884183,9.632043167,9.700444333,9.426219833,9.890271167,9.552686333
ENSG00000158201,ABHD3,11.279887,10.988786,11.150545,11.258313,10.917457,11.340201,10.901866,11.1049,11.028992,11.165691,11.291167,11.253844,10.931985,11.101237,11.275648,11.728639,11.253063,11.19901,10.948524,11.100447,10.731845,11.309732,11.070853,11.082683
ENSG00000100439,ABHD4,8.944374,9.147127,8.54555,9.184871,8.874715,8.909524,8.870711,9.015419,8.575365,8.9384,8.676065,8.988933,9.36603,9.151473,9.476488,9.178976,9.307523,9.157507,9.004801,9.17466,8.9468,9.044655,9.320952,9.02735
ENSG00000011198,ABHD5,8.7015678,8.6464866,8.3456944,8.9782892,8.6969294,8.6759996,8.5632348,8.5954992,8.0122638,8.5585616,7.8088878,8.6645894,9.0160936,9.0621912,9.1926448,8.9604038,8.9892334,9.1565608,9.1142846,9.1189766,8.5229342,8.6038562,8.7185458,8.9506742
ENSG00000163686,ABHD6,6.4762395,6.5892405,6.3920255,6.4767365,6.9393105,6.4464965,6.62588,6.505944,6.2504845,6.814171,6.3165795,6.5038495,6.504045,6.507883,6.328219,6.301386,6.343533,6.3970325,6.280414,6.617426,6.9041495,6.1898265,6.479257,6.714908
ENSG00000127220,ABHD8,6.51418,6.473089,6.394553,6.512797,6.625721,6.450598,6.551316,6.635313,6.672577,6.597716,6.418891,6.533066,6.63111,6.398891,6.274125,6.516216,6.399956,6.62122,6.338192,6.465449,6.424358,6.658394,6.447044,6.62251
ENSG00000136754,ABI1,10.09783629,10.05643829,10.01392229,10.13295014,9.997528857,10.074055,10.00663957,10.05615171,9.850281571,10.077033,10.02209829,10.10733871,10.00406557,10.04237486,10.06507971,10.07024257,10.046732,10.129888,10.13220257,10.14098329,9.940382571,10.05092129,10.05570086,10.076007
ENSG00000138443,ABI2,6.8363106,6.760335,6.6805666,6.652469,6.6439994,6.8264814,6.8040612,6.78696,7.0047842,6.7198002,6.9373574,6.7002914,6.4898616,6.7327866,6.6315846,6.4769324,6.925827,6.7166374,6.845129,6.6098552,6.6545338,6.82199,6.5601284,6.8234902
ENSG00000108798,ABI3,10.245091,10.248488,10.451625,10.297875,10.521591,10.12036,10.262799,10.2270385,10.213134,9.9589455,9.739601,9.777351,10.2041045,10.8209415,10.2496995,10.434652,10.076954,10.347106,9.8387355,10.371362,10.1671065,10.0988695,10.008574,10.2582345
ENSG00000154175,ABI3BP,3.3482,3.4911604,3.6439684,3.7172894,3.5602222,3.4528106,3.4187064,3.56289,3.463435,3.4319042,3.5497674,3.6040652,3.6119784,3.469404,3.6563518,3.5860828,3.9566576,3.5340546,3.5150954,3.4235962,3.5962358,3.4657538,3.6799462,3.4879198
ENSG00000097007,ABL1,8.831246,8.820586,8.687752,8.685117,8.655462,8.615057,8.725528,8.640404,8.608111,8.817397,8.67192,8.858497,8.628286,9.029747,8.693776,8.683219,8.703838,8.874266,8.559156,8.81379,8.817651,8.860524,8.711673,8.776197
ENSG00000143322,ABL2,6.290391,6.285596667,6.246522333,6.188494,6.214916667,6.198046,6.152076333,6.227533,6.441659667,6.314363667,6.248552,6.299965333,6.155456,6.332008333,6.313454,6.289215333,6.107488333,6.186789333,6.294414333,6.231514,6.470228333,5.990146,6.296774667,6.261017333
ENSG00000099204,ABLIM1,10.7887506,10.9985824,10.8482758,10.6816036,10.7801584,10.8242906,11.0316526,10.6811204,10.9038126,11.1222938,11.063629,11.0316316,10.671236,10.3365454,10.5059026,10.435086,10.7077178,10.4997954,11.0600866,10.5063256,10.9952092,10.6053872,10.8008238,10.697195
