ENSEMBL,Symbol,H_CT8,H_CT12,H_CT16,H_CT20,H_CT24,H_CT28,L_CT8,L_CT12,L_CT16,L_CT20,L_CT24,L_CT28
ENSG00000123636,BAZ2B,9.063777857,9.133435714,9.004913571,9.029328429,9.102207857,8.828259857,9.555078714,9.641181571,9.667411857,9.819627857,9.460101429,9.395352429
ENSG00000105327,BBC3,7.243512,6.8723,7.333624,7.379818,6.539865,6.896123,7.535358,7.426154,7.400066,6.849973,7.28672,7.499359
ENSG00000129151,BBOX1,2.87541025,2.95963425,2.8962565,3.09744375,3.003674,2.91991275,3.1274335,2.93467225,2.901847,3.257074,3.095287,2.9643855
ENSG00000174483,BBS1,5.88621325,5.951314,6.01797375,5.8265605,6.05088475,6.0157275,6.1143625,5.96098025,5.6438455,5.80949825,5.97031825,5.77388275
ENSG00000179941,BBS10,9.461289,9.640651,9.390371,9.4273,9.57889,9.767454,9.355877,9.300713,9.628627,9.331542,9.325597,9.657757
ENSG00000181004,BBS12,5.7078175,5.582858,5.295121,5.569267,5.702553,5.825818,5.5321,5.657942,5.2008835,5.4786835,5.7211415,5.871594
ENSG00000125124,BBS2,10.30914425,10.10447625,10.157089,10.34759425,10.37882825,10.5144915,9.802238,9.73672525,9.72244425,9.9715605,10.1288755,9.99573425
ENSG00000140463,BBS4,8.438166,8.7837335,8.302249,8.457197,8.7923055,8.886722,8.6358645,8.390269,8.3766245,8.62734,8.6874385,8.5858855
ENSG00000163093,BBS5,3.8345155,4.0402265,3.540756,3.5291645,4.2694895,4.254241,4.0545405,3.710404,4.4230565,3.391827,3.910539,4.3001655
ENSG00000138686,BBS7,6.1573285,5.924855,5.88941775,6.08508225,6.01086325,6.2680885,5.2803405,5.83305875,5.4993295,5.6924315,5.6983145,5.517965
ENSG00000122507,BBS9,5.467578,5.368255,5.1456895,5.641938,5.954951,5.748167,4.859554,5.2090335,4.8069665,5.0942525,5.152298,5.3465145
ENSG00000114439,BBX,9.993377,9.98410575,9.88805175,10.168455,9.75177425,9.776571,9.905289,9.85285025,10.047424,10.0801755,10.0888355,9.9862795
ENSG00000187244,BCAM,4.941720667,4.647617,4.998728,4.76274,4.643653667,4.746927667,4.871310333,4.855634667,4.675911667,4.790295333,4.924409,4.525328
ENSG00000132692,BCAN,3.7758495,3.7985765,3.8500245,3.76110925,3.93800675,3.81761025,3.7124635,3.87663975,3.61816875,3.743651,4.0137665,3.930845
ENSG00000075790,BCAP29,8.604100444,8.659516111,8.548641556,8.544784333,8.532684556,8.574970778,8.331875667,8.623849333,8.397898444,8.533417778,8.624009444,8.626965556
ENSG00000185825,BCAP31,11.007362,10.991062,11.272081,11.161818,10.952141,10.853197,11.462236,11.245266,11.197125,10.986238,11.213168,11.245707
ENSG00000050820,BCAR1,5.274238,5.541782667,5.479213667,5.338021667,5.403049667,5.325869667,5.367989,5.230255333,5.412075333,5.444998333,5.443557667,5.421626333
ENSG00000137936,BCAR3,4.667207,4.721814,4.478033,4.872284,4.98122,4.609516,4.939945,4.327554,5.143693,4.622587,4.832139,4.563269
ENSG00000262117,BCAR4,3.867726,4.014537,4.696961,3.876695,3.946377,3.977345,4.749848,4.350789,5.275493,4.122047,4.553641,3.657218
ENSG00000064787,BCAS1,5.142131,5.149787,5.0570175,5.262267,5.3726715,5.617553,5.5187795,5.876,5.997814,5.4998395,5.630223,6.0136235
ENSG00000116752,BCAS2,9.7718805,9.715914,9.790907,9.7413535,9.6733635,9.904319,9.3051215,9.6449675,9.5310045,9.5836305,9.603215,9.616651
ENSG00000141376,BCAS3,6.352369333,6.260579,6.326579,6.313247,6.497928667,6.397376333,6.539896667,6.271036333,6.089545333,6.503669667,6.308912667,6.416631333
ENSG00000124243,BCAS4,7.4841745,7.259678,7.6809445,7.5685125,7.6020165,7.828747,7.207279,7.0475615,7.063999,7.2592265,7.6463065,7.6012425
ENSG00000060982,BCAT1,5.3907425,5.2526045,5.104158,5.28297725,4.884983,4.86703775,5.8306775,5.7893055,5.47020125,5.712477,5.46892925,5.36117475
ENSG00000105552,BCAT2,6.154117,6.1644915,6.4862605,6.3090955,6.3371355,6.294246,6.3048275,6.033196,6.527435,6.4063315,6.637245,6.3268925
ENSG00000107949,BCCIP,9.05822075,9.12501825,9.141054,9.1942225,9.09169975,9.28982075,8.7707375,8.91164225,8.78719825,9.08265875,9.16827525,9.1111655
ENSG00000186666,BCDIN3D,8.083417,7.896956,8.111801,8.258781,7.450908,8.155772,7.836147,7.75285,7.905203,8.054512,8.214588,8.242761
ENSG00000114200,BCHE,3.0442405,3.6293575,3.5749335,3.469015,3.1481265,3.253824,3.3670265,3.401364,3.0140305,3.3609225,3.506463,3.592119
ENSG00000248098,BCKDHA,9.240152,9.359323,9.469523,9.463608,9.483335,9.322085,9.634014,9.489862,9.369882,9.188391,9.501585,9.618611
ENSG00000083123,BCKDHB,6.564232,6.3169345,6.660024,6.553629,6.507585,6.5176985,6.493205,6.3626395,6.7525,6.495337,6.8896375,6.9541145
ENSG00000103507,BCKDK,8.545983,8.234605,8.448734,8.359139,8.354529,8.075328,9.121362,8.970726,8.790528,8.450478,8.720696,8.942582
ENSG00000142867,BCL10,10.923539,10.481641,10.745512,10.7541385,10.348748,10.2328545,10.674447,10.851537,10.823112,10.9873535,10.687568,10.745352
ENSG00000119866,BCL11A,7.4987244,7.6040908,7.5284532,7.6143178,7.3427352,7.3008024,7.1928498,7.309699,7.2093164,7.3574404,7.329651,7.2532544
ENSG00000127152,BCL11B,11.6293155,11.570787,11.6859055,11.82164,11.509764,11.6281825,11.6515745,11.526815,11.7107915,11.804691,11.980634,11.8100015
ENSG00000171791,BCL2,9.06471225,8.96136625,8.89363325,9.1122295,9.1722855,9.19437825,9.126853,8.79006975,8.8725685,9.313743,9.45766575,9.30806725
ENSG00000140379,BCL2A1,10.3983945,10.1694415,10.4349135,10.076961,10.1072165,10.4630945,9.5744215,10.5329525,10.1950575,10.4894455,10.1817915,9.8200525
ENSG00000171552,BCL2L1,9.081222,8.4341435,8.7036275,8.614781,8.1727695,8.253674,8.376025,8.4400045,7.694324,7.9906455,7.894642,8.412062
ENSG00000137875,BCL2L10,5.455418,5.40196,5.59645,5.279953,5.690979,5.381801,5.022059,4.904741,5.033996,5.237931,4.951992,5.074253
ENSG00000153094,BCL2L11,7.411749,7.2229506,7.2060962,7.2475076,7.26659,7.0216748,7.5513772,7.4978476,7.284416,7.5925108,7.530806,7.402176
ENSG00000126453,BCL2L12,8.127795,8.151083,8.337606,8.077607,8.419115,8.39046,8.102982,7.944637,7.861338,7.713454,8.106475,8.069606
ENSG00000099968,BCL2L13,7.628262667,7.553662667,7.585317833,7.564395667,7.295175833,7.341073333,7.559664167,7.557942167,7.342370833,7.587081,7.587512667,7.710440167
ENSG00000121380,BCL2L14,3.929008333,3.709565,4.133016667,3.894826667,3.902130667,3.717323,3.983129333,3.811381,4.292883667,3.881154667,4.134925,3.913916333
ENSG00000188761,BCL2L15,4.97531325,4.648962,4.804984,4.76875025,4.94924975,4.749973,4.575421,4.57735475,4.63507125,4.8719015,4.6736035,4.567691
ENSG00000129473,BCL2L2,7.323767,7.460948,7.322758,7.424578,7.189592,7.323585,7.553706,7.104845,6.869346,7.192538,7.333629,7.2006
ENSG00000069399,BCL3,8.2249615,8.363961,8.632748,8.505453,8.498114,8.100545,8.9171075,8.9870785,8.979048,8.6714195,8.9719855,8.788479
ENSG00000113916,BCL6,13.326268,13.389253,13.157595,13.141938,13.241994,13.231733,13.457379,13.508516,13.542339,13.421789,13.41399,13.344497
ENSG00000161940,BCL6B,3.199221,3.602979,3.420577,3.353783,3.385428,3.515141,3.354351,3.712232,3.071147,3.481302,3.358137,3.193159
ENSG00000110987,BCL7A,6.7059875,6.6841345,6.912942,7.0078185,6.832471,6.771291,6.797609,6.3089635,6.667829,7.1156135,7.268671,7.002213
ENSG00000106635,BCL7B,9.911792,10.005974,10.032465,10.176252,9.829706,9.901146,9.561813,9.657265,9.588822,9.617601,9.880552,9.934965
ENSG00000099385,BCL7C,5.427895,5.160812,5.155578,5.511567,5.11227,5.531322,5.56078,5.592036,4.958301,5.23189,5.763203,5.58046
ENSG00000116128,BCL9,6.9147645,6.850161,7.0871045,6.9966665,6.978091,6.827401,6.813656,6.6043015,6.918749,6.960214,7.220208,6.9172355
ENSG00000186174,BCL9L,8.771106,8.824038,8.7112735,9.0168635,9.221825,9.10919,8.441523,8.240995,8.459237,8.556707,8.5118715,8.457806
ENSG00000029363,BCLAF1,8.9621183,8.8059357,9.0319977,8.9402851,8.8009006,8.7609163,8.911236,9.0008921,9.1261058,9.2726495,8.98956,8.9431258
ENSG00000197580,BCO2,5.121809,5.272384,5.2582375,5.296088,5.446461,5.248824,4.884926,5.0797055,5.132539,5.218428,5.0600015,5.207485
ENSG00000183337,BCOR,9.751066333,9.697303333,9.796428667,9.978365,9.612482667,9.449143667,9.458379333,9.567857333,9.70002,9.795282333,9.663592667,9.697927
ENSG00000085185,BCORL1,7.1174615,6.604209,7.1369855,6.952363,6.7881625,6.511331,7.398651,7.5775055,7.4487855,7.571944,7.182132,7.3194435
ENSG00000186716,BCR,7.737387,7.747195,8.138251,8.010481,7.746203,7.985156,7.501335,7.555881,7.489406,7.645277,7.428317,7.295343
ENSG00000074582,BCS1L,8.886474,9.002845,8.927562,9.112342,9.523583,9.563492,9.004773,8.889731,8.75163,8.608453,8.986228,8.939197
ENSG00000161267,BDH1,7.315307,7.266778,7.3843285,7.3920415,7.956828,7.837567,7.529755,7.1444065,7.0976545,7.1158595,7.5488145,7.398219
ENSG00000164039,BDH2,6.388528,6.612795,6.137598,6.1078305,6.5820235,6.9662915,5.6398145,5.9562275,6.654384,5.9151235,6.2673295,6.1184325
ENSG00000100739,BDKRB1,3.597234,3.511873,3.704791,3.207155,3.567286,3.353404,3.392015,3.658961,3.389367,3.5039,3.331459,3.252016
ENSG00000168398,BDKRB2,4.3006745,3.994861,4.04278,3.773973,3.9658235,4.1279985,4.4792285,4.591782,4.9192875,3.738048,3.933067,4.229222
ENSG00000176697,BDNF,4.437994,4.5388165,4.56951225,4.4323495,4.4732145,4.55208825,5.1049395,4.85060425,5.5030835,4.55061975,4.631396,4.80906725
ENSG00000145734,BDP1,9.798654,10.061592,9.643422,9.762584,10.394088,10.414863,9.269799,9.459697,9.274394,9.443971,9.610061,9.643292
ENSG00000126581,BECN1,8.3314665,8.1588365,8.2910125,8.2690555,8.0024115,8.2942905,8.4465975,8.5308195,8.659829,8.723035,8.5039915,8.476351
ENSG00000183092,BEGAIN,5.252815,5.598401,5.42682,5.618635,4.964594,5.384537,8.274147,8.185334,8.014738,7.92766,8.172896,8.242246
ENSG00000177324,BEND2,7.499396,6.942023,7.549392,7.647419,6.920364,7.016982,7.268112,7.388684,6.940601,7.323727,6.799177,7.53242
ENSG00000178409,BEND3,7.118778,7.443728,7.2178,7.710047,7.492255,7.127442,6.844986,7.520761,7.181281,7.470716,7.643593,7.587076
ENSG00000188848,BEND4,4.596755,4.2425255,4.4598305,4.847348,4.4765,4.682893,4.539725,4.5113935,4.2574785,4.350231,4.5293715,4.706952
ENSG00000162373,BEND5,6.601636,6.575103,6.727474,6.515947,7.306814,6.905689,5.807547,5.875835,5.731426,6.638645,6.899958,6.64389
ENSG00000151917,BEND6,3.539615,3.266878,3.118991,3.218522,2.931842,3.022975,3.270178,2.870233,3.269977,3.5444,3.107005,3.074378
ENSG00000165626,BEND7,4.266877333,4.51417,4.767968333,4.715656333,4.130120333,4.302954333,5.495141,5.752235667,5.446124,5.863859667,5.239282,5.514489
ENSG00000039987,BEST2,3.274391,3.259975,3.76683,3.567864,3.380846,2.993879,3.320927,2.718767,2.715577,3.211021,3.327592,2.971752
ENSG00000127325,BEST3,3.617664,3.6002455,3.4697495,3.622793,3.4958925,3.6946825,4.0107945,3.488635,3.8008875,3.6008805,3.5534,3.853701
ENSG00000142959,BEST4,6.067724,6.355345,6.046155,6.14126,6.290557,6.110242,6.172484,6.684094,6.032687,6.299576,6.327651,6.341462
ENSG00000105829,BET1,7.233328667,6.962886,6.992546,7.102794333,6.877997,7.174630333,6.50131,6.795916667,6.453774667,6.854576667,6.938424667,6.984375
ENSG00000177951,BET1L,10.642962,10.643356,10.701226,10.677221,10.889852,10.705865,10.578735,10.394634,10.33773,10.395332,10.627247,10.732427
ENSG00000133169,BEX1,6.970892,6.571272,6.844645,6.824294,6.984136,7.3484525,5.9456085,6.0229565,5.597605,6.022017,6.455295,6.137418
ENSG00000133134,BEX2,9.241178,9.5006735,9.324896,9.197992,9.5909375,10.3023295,7.895474,8.161253,8.0275915,8.3781515,9.0457955,8.5752065
ENSG00000102409,BEX4,10.8199785,10.5966885,10.514915,10.662746,10.9061815,11.145079,9.923525,10.053516,9.945571,10.191493,10.197713,10.247898
ENSG00000184515,BEX5,6.651062,6.289212,6.576657,6.910251,6.635112,6.624316,6.155607,6.348834,6.301401,6.356291,7.029245,6.968945
ENSG00000103429,BFAR,8.415277333,8.427202333,8.295355333,8.345754,8.534151667,8.670467667,8.098851333,8.116169,8.146575333,8.264229333,8.361832667,8.442773333
ENSG00000125864,BFSP1,5.998038,6.450822,6.501029,6.130792,6.412199,6.166522,5.725882,5.650498,5.566893,6.084227,5.945933,5.848247
ENSG00000170819,BFSP2,5.387794,5.36211,5.374511,5.270887,5.214201,5.0654,4.769037,4.515962,3.991379,4.776725,4.590503,4.663214
ENSG00000180535,BHLHA15,5.771882,5.8215305,5.8965235,5.6916015,5.637083,5.561228,5.199395,5.32648,5.0889165,5.1409415,5.18053,5.449866
ENSG00000205899,BHLHA9,7.949127,8.028464,8.159202,8.034202,7.863854,7.866741,7.666243,8.00254,8.03083,7.980218,7.868357,7.650815
ENSG00000198908,BHLHB9,5.71649,5.750138,5.6642165,5.985493,6.8296795,6.1006695,5.8293955,5.5850815,6.163638,5.683582,5.720041,5.78641
ENSG00000180828,BHLHE22,2.865605,2.6666,2.675917,2.913615,2.580876,2.75187,2.805731,2.794331,2.82946,2.720428,2.916337,2.635429
ENSG00000125533,BHLHE23,6.601636,6.800529,6.783807,6.894872,6.734296,6.644289,6.875163,6.831578,6.736269,6.967054,6.935398,6.510857
ENSG00000134107,BHLHE40,7.901784,7.768931,7.829909,8.026279333,7.680369667,7.486085,8.507886667,8.469301667,8.644487667,8.684125333,8.458513333,8.499889667
ENSG00000123095,BHLHE41,6.298039,6.0680842,6.0385184,6.44865,6.1043126,6.3893232,5.0905718,5.1061514,4.8974864,5.185738,5.0926834,5.1882978
ENSG00000145692,BHMT,2.99896,3.325358,3.112018,3.272452,3.279853,2.823935,3.310908,3.043566,2.850166,3.054729,3.548099,2.973457
ENSG00000132840,BHMT2,3.30636775,3.49730475,3.47774175,3.4687245,3.51910475,3.394514,3.72172,3.515423,3.693685,3.52816825,3.40132775,3.606496
ENSG00000122870,BICC1,3.77581075,3.83492375,3.727664,3.7613425,3.7965205,3.49871125,4.00079225,3.94961725,3.9850115,3.88106075,3.94975025,3.95959375
ENSG00000151746,BICD1,5.05394475,5.25016525,5.23408825,5.40386475,5.03651175,5.28846725,5.09856825,5.10437075,5.1544625,5.31349775,5.36765475,5.36316875
ENSG00000185963,BICD2,11.3577335,11.123849,11.1910015,11.2111145,10.6280735,10.7721165,11.498878,11.575634,11.428887,11.6279255,11.1968985,11.3832595
ENSG00000015475,BID,10.4695355,10.2952395,10.519357,10.486836,10.328377,10.051114,10.8663555,10.819813,10.791069,10.506376,10.72223,10.7330105
ENSG00000100290,BIK,6.3685045,6.3202525,6.547461,6.253278,6.4660565,6.417223,6.2290025,6.4596445,6.3569755,6.3759595,6.695429,6.474592
ENSG00000136717,BIN1,9.016676,9.0405515,9.18159,9.1872735,9.0992675,9.056942,8.980973,8.6926675,8.859744,8.5494135,9.078129,8.9622495
ENSG00000110934,BIN2,12.132878,12.198433,12.038974,12.034771,12.275185,12.192945,12.270814,12.20727,12.242827,12.05197,12.063286,12.150221
ENSG00000147439,BIN3,11.2822485,11.3322575,11.256288,11.2885665,11.122089,11.218663,11.345951,11.318684,11.310087,11.2358455,11.26864,11.3683975
ENSG00000110330,BIRC2,7.011472,7.073056,7.018170667,7.004697667,7.733020333,7.406753333,6.851864333,6.901536667,6.710504667,6.818368,7.336346,7.137222
ENSG00000023445,BIRC3,10.72346133,10.89540667,10.54034533,10.89230467,10.99612333,11.26306267,10.363845,10.219816,10.470046,10.615713,10.903311,10.77572133
ENSG00000089685,BIRC5,5.09239175,4.9109905,5.1055945,4.847646,4.8906855,4.94042375,4.86891125,4.87600875,4.859642,4.73378,4.88096475,4.75364075
ENSG00000115760,BIRC6,10.82695475,10.893859,10.625756,10.82292275,10.9374785,10.90506875,10.76573175,10.7603475,10.721678,10.737309,10.67172425,10.73821925
ENSG00000101197,BIRC7,5.621986,5.889234,6.134227,5.989505,5.899062,5.948531,5.831453,6.029241,5.723599,5.533298,5.952581,6.228106
ENSG00000163098,BIRC8,3.699682,4.033785,4.35193,4.396827,4.0269,4.314015,4.647444,4.657523,4.325136,4.210389,4.470037,4.095927
ENSG00000134897,BIVM,6.946795667,7.200651667,6.976824667,7.013299667,7.070633333,7.336707333,6.670663333,6.410586333,6.355681333,6.646936333,6.968546,7.079486667
ENSG00000204960,BLACE,4.257957,4.416374,4.442509,4.406446,4.288951,4.394323,3.953267,4.24047,4.106583,4.134757,4.265321,4.372057
ENSG00000166619,BLCAP,12.689425,12.665556,12.765029,12.772743,12.415785,12.669652,12.586604,12.563147,12.571445,12.599178,12.695569,12.666793
ENSG00000259571,BLID,3.641723,3.46875,3.827603,3.837114,3.512141,3.976564,3.601601,3.820764,3.365684,3.580278,3.594817,3.99238
ENSG00000136573,BLK,6.228863,6.2097025,6.2706755,6.3451785,6.535798,6.3616835,5.778798,5.760958,5.771282,5.934042,6.149896,5.963047
ENSG00000197299,BLM,7.270691,7.256438,7.3785935,7.4394735,7.7332105,7.2029185,7.2302585,6.8643695,7.608096,7.423041,7.471485,7.1036915
ENSG00000108578,BLMH,10.167474,10.249069,10.170137,10.205667,10.153987,10.271635,9.806428,9.757655,9.815024,9.826105,9.965958,9.957654
ENSG00000095585,BLNK,8.393448,8.619276667,8.488691,8.662745,8.549417,8.755478,8.22441,8.257731333,8.316308,8.406106333,8.596540333,8.465806
ENSG00000196072,BLOC1S2,11.29303,11.227927,10.982778,10.87039,10.762627,11.486639,10.982816,11.229572,11.101842,11.140172,11.3055,11.195089
ENSG00000189114,BLOC1S3,8.7404525,8.792869,8.87888,8.852184,8.8285635,8.6217075,8.6570255,8.565778,8.647802,8.7343625,8.640314,8.509823
ENSG00000106605,BLVRA,9.6121,9.653805,9.777681333,9.554238,9.431624667,9.368541333,9.403475333,9.653361333,9.475372,9.247904667,9.748579,9.518891333
ENSG00000090013,BLVRB,11.800147,11.492937,11.774285,11.580936,11.39866,11.417928,11.470123,11.259854,10.885611,10.916769,11.19145,11.3414
ENSG00000117475,BLZF1,7.5309865,7.4859005,7.2631535,7.3269925,7.2238535,7.486851,6.743975,7.1476835,7.066443,7.084997,7.0716895,7.097367
ENSG00000104081,BMF,8.477142,8.537339,8.47534,8.511649,8.077357,8.084035,8.694567,8.667844,8.529657,8.222985,8.652956,8.628747
ENSG00000168283,BMI1,8.663575,8.7617255,8.4260815,8.7581415,8.7049165,8.931218,8.0569685,8.27321,8.3495425,8.65679,8.4934855,8.52668
ENSG00000168487,BMP1,4.8851705,5.088888,4.6436245,5.0159325,5.1625465,5.0445385,4.5378615,4.5854755,4.5157275,4.584388,4.6358955,4.5174975
ENSG00000163217,BMP10,5.798202,5.731237,5.682565,6.086601,6.161001,5.785269,6.106158,5.589725,5.64069,5.940064,5.876038,5.829974
ENSG00000130385,BMP15,2.898498,3.239894,3.309499,3.172275,3.502167,2.989228,2.875626,3.185396,3.287965,3.474782,3.175627,3.629118
ENSG00000125845,BMP2,4.298732333,3.754257333,4.090986,4.107769667,4.143438667,4.126983667,3.966410667,3.963513,4.221411333,3.913168667,3.805188333,3.804303
ENSG00000138756,BMP2K,8.087935,7.69998425,7.93203125,7.89743275,7.54698975,7.63327075,8.048052,8.19741775,8.210675,8.580501,8.100173,8.3790715
ENSG00000152785,BMP3,2.667928,3.042341,2.974741,2.863269,3.083637,2.827749,3.090879,3.089928,3.018467,3.004216,2.800297,3.236545
ENSG00000125378,BMP4,3.654363,3.512116,3.473087,3.372068,3.617278,3.852907,3.627667,4.144666,3.752683,4.131329,3.3643,3.161878
ENSG00000112175,BMP5,3.244168333,3.316584,3.234426333,3.327061667,3.558990333,3.212175667,3.700064667,3.278326333,3.854022667,3.150015667,3.324302667,3.541318333
ENSG00000153162,BMP6,5.2987655,4.916462,5.343414,5.24657875,4.943953,4.73576175,5.46813775,5.30180175,4.98070775,5.23575175,5.150807,5.53722075
ENSG00000101144,BMP7,4.6967635,4.800948,4.6080715,4.37708,4.549983,4.671298,5.363352,5.0235355,5.1554165,4.3765645,4.767419,4.293755
ENSG00000183682,BMP8A,4.994247,5.064406,5.032277,5.254156,5.136077,5.424438,4.8684,5.032903,4.858122,4.79447,4.985505,5.197017
ENSG00000116985,BMP8B,5.91318,5.7268585,5.929554,5.8321675,5.653219,5.6212245,5.488024,5.7770045,5.424726,5.7210385,5.8345435,5.5472675
ENSG00000164619,BMPER,3.1017465,2.87011,2.881404,2.8466885,2.9903845,2.9627785,3.1971865,3.0404405,3.418729,3.015078,2.9047945,3.100315
ENSG00000107779,BMPR1A,5.8323578,5.7468234,5.5208342,5.7362286,6.0143946,6.2287854,5.2884324,5.3484956,5.1239584,5.5122274,5.3764604,5.4478732
ENSG00000138696,BMPR1B,3.325561,3.1354995,3.4262085,3.5049045,3.345659,3.5468855,3.753719,3.86407,3.414802,3.3278615,3.2854565,3.1317345
ENSG00000204217,BMPR2,7.643762,7.4145168,7.2498012,7.6284068,7.4779398,7.510804,7.0870572,7.149118,7.0088616,7.328703,6.9954304,7.1945788
ENSG00000165733,BMS1,9.729048,9.910958,10.076214,10.103184,9.888272,9.989054,10.015937,9.74586,9.832273,9.928138,10.12679,10.080362
ENSG00000102010,BMX,5.332207,5.544097,5.503398,5.455996,4.983869,5.051854,6.698675,7.268679,7.087791,6.685991,6.584578,6.610741
ENSG00000169594,BNC1,3.2661015,3.278144,3.394543,3.514752,3.264793,3.49522,3.39109,3.266328,3.2153265,3.31131,3.318262,3.103516
ENSG00000173068,BNC2,4.3653812,4.3511472,4.3436224,4.1587014,3.9965612,4.2090686,4.8703046,4.2775356,4.9560664,4.2229618,3.9735348,4.1154578
ENSG00000113734,BNIP1,7.326441,7.329218,7.251099,7.347412,7.697506,7.561958,7.059713,7.197259,6.752837,7.211208,7.389798,7.34584
ENSG00000140299,BNIP2,10.687539,10.6532995,10.4472745,10.4635785,10.4996975,10.644643,10.425284,10.579178,10.564786,10.6385415,10.4258355,10.64981
ENSG00000176171,BNIP3,8.720456667,8.780440667,8.738715667,8.833047333,9.254764333,9.380000333,8.627668,8.314488667,8.46763,8.723761667,8.862926,8.815659
ENSG00000104765,BNIP3L,11.1718982,10.7969776,10.9693784,10.972222,10.715398,10.6669296,11.138157,11.1397402,11.010319,11.1445978,10.8742326,11.1945896
ENSG00000163141,BNIPL,4.8154675,4.7264555,4.962289,4.8993325,4.967345,4.9398805,4.4235805,4.8376905,4.377824,4.795926,4.657437,4.473762
ENSG00000144857,BOC,4.664821333,4.247524667,4.498943667,4.258520333,4.637838667,4.559431333,4.433890667,4.736761667,4.174518333,4.565593667,4.711326667,4.220703667
ENSG00000145919,BOD1,9.520065,9.870703,9.460992,9.718601,9.672247,10.105937,9.401117,9.322171,9.301504,9.221868,9.647417,9.455938
ENSG00000176720,BOK,5.483661,6.033622,5.247546,4.760071,4.815925,4.544412,4.243764,4.115097,3.864738,3.527561,4.01636,3.922305
ENSG00000178096,BOLA1,6.7626,6.982524,6.927591,6.994105,7.448761,7.313205,6.753197,6.541271,6.568818,6.633705,7.059991,6.908146
ENSG00000183336,BOLA2,7.784358,7.850812,8.136619,7.950355,8.451835,8.357348,9.328943,9.000533,10.578911,8.258623,7.972801,8.34878
ENSG00000163170,BOLA3,9.054725,9.066398,8.984056,9.118121,9.461444,9.242515,8.7064,8.793448,9.082939,8.518747,9.189324,8.919276
ENSG00000152430,BOLL,4.5904645,4.6841465,4.651735,4.5863105,4.848743,4.84436,4.8301945,5.045335,5.037902,4.5709815,4.983227,4.7950245
ENSG00000261236,BOP1,8.734021,8.982928,8.910244,8.96045,9.0872405,9.1497255,8.707681,8.716021,8.385424,8.2158035,8.847258,8.748196
ENSG00000232416,BPESC1,3.451066,3.510246,3.381023,3.615673,3.39874,3.531118,3.443776,3.335505,3.424414,3.422632,3.822631,3.557541
ENSG00000172331,BPGM,8.636141,8.181542,8.3819115,8.3234195,7.576974,7.8687165,8.1514005,8.4144905,7.881525,8.565554,8.047641,8.3874225
ENSG00000137274,BPHL,6.689115,7.051634,7.281986,7.053202,7.606608,7.473388,6.967462,6.853528,6.414429,6.663354,7.106158,7.073047
ENSG00000101425,BPI,7.7232805,7.4420055,7.443987,7.717514,7.614585,7.3184075,8.7039505,8.8956545,8.592196,8.544222,8.622969,9.223686
ENSG00000162813,BPNT1,5.765074,6.053299,5.898522,6.05064,6.194212,6.081817,5.170164,5.925014,5.503435,5.861444,5.724174,5.395999
ENSG00000171634,BPTF,8.689462,8.573447857,8.517014857,8.697448429,8.682879429,8.596123571,8.761721,8.675808429,8.780393286,9.026895143,8.716349,8.734672429
ENSG00000157764,BRAF,7.264025,7.2125045,7.321894,7.404523,7.2365815,7.205095,7.454005,7.5480675,7.7887515,7.4773705,7.3075115,7.5454025
ENSG00000089234,BRAP,8.876919333,8.711516333,8.809403333,8.897443333,8.944226333,8.724483,8.759705,8.842606,8.869084667,9.030799667,8.769952,8.788626667
ENSG00000012048,BRCA1,7.036774667,7.191818333,6.966453,7.099843333,7.013115667,7.038001667,7.220897,7.335045,7.410506,7.248121,7.061935,7.096676333
ENSG00000139618,BRCA2,5.7313375,5.467681,5.280822,5.5032105,5.9634305,5.9465055,5.270454,5.499284,5.817264,5.44524,5.4847575,5.4876565
ENSG00000185515,BRCC3,9.084369,9.225706,9.121917,9.064642,9.354259,9.487806,8.66272,8.9468,8.859962,8.850992,8.964572,8.959087
ENSG00000100425,BRD1,9.731633,9.508335,9.680853,9.815278,9.604266,9.680747,9.684865,9.549785,9.551079,9.579619,9.624797,9.667844
ENSG00000204256,BRD2,11.4669115,11.382228,11.510549,11.547948,11.362056,11.336824,11.502772,11.340121,11.460454,11.505109,11.543571,11.489284
ENSG00000169925,BRD3,8.452843,8.1840458,8.409123,8.616056,8.173832,8.0998582,8.549871,8.4767754,8.5118088,8.6337782,8.7960736,8.4890446
ENSG00000141867,BRD4,8.153605,7.9939294,8.2751114,8.2631874,8.0747676,7.851047,8.2377276,8.1190328,8.1228976,8.099988,8.1255484,8.1138072
ENSG00000166164,BRD7,9.8084305,9.862858,9.9100085,9.987403,9.8464505,9.8955115,9.6171625,9.632259,9.709819,9.7511785,9.853838,9.6843
ENSG00000112983,BRD8,7.275034,7.1807575,6.885867,7.1161165,7.4815525,7.2313345,7.316523,7.0406725,7.3867225,7.3508725,6.9804335,6.9555855
ENSG00000028310,BRD9,7.3699145,7.3644545,7.325476,7.3629515,7.48753,7.304094,7.415475,7.2519915,7.4283865,7.306669,7.780997,7.741026
ENSG00000137948,BRDT,2.51924,2.8728605,2.8858305,2.838539,2.881834,2.7639205,3.3114975,3.112436,3.7931255,2.602782,2.8513385,2.9773585
ENSG00000185024,BRF1,6.551445333,6.595989667,6.643384667,6.672441667,6.949556333,6.786008333,6.507962667,6.537254,6.189637,6.253869333,6.684152333,6.585708333
