ENSEMBL,Symbol,H_CT8,H_CT12,H_CT16,H_CT20,H_CT24,H_CT28,L_CT8,L_CT12,L_CT16,L_CT20,L_CT24,L_CT28
ENSG00000121410,A1BG,5.641033333,5.861533,6.005862333,5.720981333,6.125763,6.202936333,5.902755,5.600111,5.717113333,5.531152333,5.577659,5.650238667
ENSG00000148584,A1CF,2.677277,2.491307,2.520998,2.504294,2.792418,2.691735,2.949284,2.973602,3.222734,2.520347,2.96298,2.656182
ENSG00000175899,A2M,4.978025,4.996259,5.189816,4.817133,5.271807,5.173649,5.117678,5.02022,5.041247,5.157534,5.087037,4.851834
ENSG00000166535,A2ML1,4.0496925,4.3640195,4.423129,4.4731745,3.918867,4.027978,4.3796455,4.526746,4.555176,3.9181075,3.949266,3.9950285
ENSG00000128274,A4GALT,5.723748,5.541788,5.730778,5.601155,5.742525,5.511378,5.351955,5.118625,5.434862,5.761807,5.80235,5.073125
ENSG00000118017,A4GNT,3.752731,3.924134,3.779732,3.972757,3.605634,3.807864,3.684487,3.559014,3.63248,3.735189,3.737173,4.258875
ENSG00000094914,AAAS,8.334122,8.444051,8.546215,8.378755,8.648443,8.583806,8.373777,8.400136,8.486077,8.12297,8.513592,8.565572
ENSG00000081760,AACS,8.310316,8.169716,8.581924,8.617133,8.376476,8.433322,8.089069,8.071892,8.02038,8.087463,8.3746,8.130933
ENSG00000114771,AADAC,3.1971265,3.345454,3.687534,3.3259665,3.440538,3.407962,4.102902,3.9968265,4.6535085,3.020796,3.346304,3.570718
ENSG00000197953,AADACL2,3.028965,3.025261,2.58033,3.119116,2.626768,2.89031,2.956452,2.822902,3.488299,2.852807,2.680035,2.937024
ENSG00000188984,AADACL3,3.330326333,3.364501667,3.365690333,3.442965333,3.486703,3.482060667,3.783136,3.539208667,3.787368333,3.491569333,3.480567333,3.455842333
ENSG00000204518,AADACL4,2.972698,3.200304,3.245276,3.206402,2.916183,3.201858,3.363902,3.324342,2.890706,2.93764,2.919256,2.932438
ENSG00000109576,AADAT,2.470053,2.554983,2.266718,2.503259,2.601354,2.377802,3.035581,2.596061,2.429771,2.752544,2.557385,2.375899
ENSG00000103591,AAGAB,9.0847315,9.048915,9.246848,9.0483155,8.6126845,8.6686085,8.93957,9.0990605,9.0525935,9.164968,9.3283115,9.1816975
ENSG00000115977,AAK1,7.329299125,7.27213125,7.381412,7.432177125,7.43831525,7.117206125,7.48603575,7.163926625,7.308238125,7.850377125,7.61837075,7.438317125
ENSG00000127837,AAMP,8.128844,8.22989,8.280408,8.149416,8.538594,8.164233,8.218125,8.142052,7.97718,7.648498,8.287573,8.267828
ENSG00000129673,AANAT,5.15129,5.090104,5.398003,5.176969,5.142648,5.191208,5.730891,4.810267,4.953983,5.285907,5.062099,4.988357
ENSG00000124608,AARS2,8.24273925,8.4818615,8.4631985,8.55370175,8.74563575,8.6531155,8.128326,8.0877655,7.93210575,8.10237525,8.240764,8.29614825
ENSG00000266967,AARSD1,6.335457,6.638206667,6.570008667,6.630132667,6.744414333,6.86163,6.346272667,6.506867667,6.232523,6.146028333,6.597350667,6.536946333
ENSG00000157426,AASDH,9.0063505,8.9786775,8.7750855,9.0834815,9.166245,9.363622,8.6466535,8.624747,8.4498545,8.8434585,8.594004,8.568155
ENSG00000149313,AASDHPPT,8.4699668,8.3778212,8.5569608,8.5405268,8.3117426,8.391626,8.2142006,8.3364294,8.4165564,8.5197928,8.446918,8.4230698
ENSG00000008311,AASS,3.865911,4.026574333,3.874038667,3.819293333,4.032984333,4.188358667,3.933559667,4.042506333,3.724876333,3.649895667,3.833562,3.894843
ENSG00000275700,AATF,10.696906,10.541097,10.916002,10.809447,10.81203,10.685444,10.955129,10.791888,10.825796,10.627924,10.789909,10.913687
ENSG00000181409,AATK,8.633021,8.462579,8.66897,8.672675,8.517114,8.21559,9.23803,9.096193,9.112909,8.809019,8.921955,9.187077
ENSG00000183044,ABAT,8.402535333,8.294241333,8.409066,8.292651,7.970221333,7.641927667,8.731497667,8.735099333,8.560306667,8.765347333,8.675674333,8.654670333
ENSG00000165029,ABCA1,8.811758333,8.739172667,8.530725,8.554637667,8.010815667,8.005607,8.545908667,8.746724667,8.716013667,8.576626667,8.067613333,8.148077333
ENSG00000154263,ABCA10,3.479379667,3.877956667,3.362533,3.301993667,4.332006,4.254662333,3.394973333,3.305306667,3.329529,3.216924333,3.36268,3.943353667
ENSG00000251595,ABCA11P,4.550104,4.732594,4.803273,4.938793,5.131018,4.755473,4.19048,4.508669,4.439372,5.085549,5.171841,5.143001
ENSG00000144452,ABCA12,3.302175,3.29362,3.211941,3.3117345,3.293366,3.1613405,3.0767745,2.9822425,3.1390025,3.3500015,3.2772095,3.056147
ENSG00000179869,ABCA13,2.981717,2.629132,2.688395,2.888537,3.194638,2.821451,3.184688,4.054103,3.542844,3.339293,3.454507,3.947162
ENSG00000238098,ABCA17P,7.021757,6.900914,6.33021,7.235037,8.112353,7.824388,7.794833,6.866624,8.351702,6.615491,6.973072,6.820719
ENSG00000107331,ABCA2,8.226514,8.513549,8.2148,8.121139,8.645384,8.661884,8.18225,8.059712,7.965432,7.724592,7.93623,8.108268
ENSG00000167972,ABCA3,5.706413,5.813696,5.8491115,5.6261805,6.2595665,5.8590975,5.7046765,5.1656665,5.2700475,5.5779185,5.79815,5.495115
ENSG00000198691,ABCA4,5.394066,5.594967,5.359648,5.413907,5.021714,5.529664,5.31393,5.433046,5.554374,5.157407,5.443244,5.065684
ENSG00000154265,ABCA5,7.3582775,7.375381,6.996657,7.2492985,7.81209675,7.828979,6.91602375,6.60673175,6.94996175,6.72499225,6.8680305,6.9589845
ENSG00000154262,ABCA6,3.6912365,3.643229,3.598081,3.8052505,3.7486295,4.2501765,3.714672,3.7070505,3.873397,3.690902,3.832106,3.937788
ENSG00000064687,ABCA7,8.502177,8.9330135,8.532607,8.65369,9.739634,9.290718,9.0087955,8.869753,8.8155305,8.040372,8.758012,8.870133
ENSG00000141338,ABCA8,3.350523,3.515087,3.155218,3.35896,2.927075,3.273285,3.853234,3.886618,3.559347,2.635589,3.357392,2.836184
ENSG00000154258,ABCA9,3.684641667,3.410875667,3.407916667,3.492268333,3.517402667,3.890041333,3.615034667,3.71527,3.702129667,3.367743333,3.544559333,3.628317
ENSG00000085563,ABCB1,7.357928333,7.255085333,7.314597333,7.174590333,7.855244667,7.612157,7.225587333,7.181454,7.035284,7.359019333,7.1317,7.406614
ENSG00000135776,ABCB10,9.933271,10.267871,9.829456,9.953231,10.098412,10.427664,9.520456,9.679859,9.448273,9.751179,9.841708,9.851632
ENSG00000073734,ABCB11,3.377112,3.21767,3.648362,3.257099,3.57186,3.198837,3.327564,3.517263,2.93239,2.941664,3.360151,2.991763
ENSG00000005471,ABCB4,5.017442,4.710586667,4.460841,5.218346333,5.254088333,5.044366,5.141347667,4.996902333,5.082824,5.457084667,5.203427,5.0066
ENSG00000004846,ABCB5,3.382091333,3.581556667,3.829376667,3.592969333,3.509533667,3.509957667,3.541674333,3.63641,3.407236333,3.497870667,3.691165,3.550679333
ENSG00000115657,ABCB6,6.50629,6.581892,6.400891,6.559832,7.15831,6.820951,6.507662,6.398606,6.343107,6.384769,6.473421,6.6942
ENSG00000131269,ABCB7,9.37107,9.431921,9.466936,9.348858,9.558313,9.482259,9.268381,9.306077,9.115898,9.381975,9.690372,9.362629
ENSG00000197150,ABCB8,6.397743333,6.580416667,6.419351667,6.425399333,6.958234333,6.906067667,6.501326,6.113569,6.241614,6.009040667,6.525783667,6.580049
ENSG00000150967,ABCB9,5.8982625,5.482708,5.4908945,5.5238865,5.806299,5.8144035,5.096383,5.2953445,5.0454685,4.972559,5.1574225,5.0104825
ENSG00000103222,ABCC1,9.718087,9.641288,9.681657,9.7659475,9.6311845,9.4294625,9.681843,9.458752,9.5871845,9.5516505,9.794809,9.497165
ENSG00000124574,ABCC10,7.389661,7.612374,7.402737,7.461734,7.954134,7.750934,7.324956,7.51719,7.175244,6.961554,7.451908,7.286417
ENSG00000121270,ABCC11,4.385565,3.986027,4.313003,3.879646,4.515987,4.363747,3.86047,3.739471,3.494963,3.96526,4.018782,3.982734
ENSG00000140798,ABCC12,3.727657,3.8697185,3.9138145,3.7954275,3.6635265,3.676008,4.07338925,3.87376,3.70483425,3.83273025,3.863263,3.70263925
ENSG00000243064,ABCC13,5.170391,4.7152695,4.936137,4.6128075,4.482878,4.2954855,4.6133985,4.7188035,4.1377925,4.4536795,3.7469745,4.567555
ENSG00000023839,ABCC2,5.3948918,5.3799702,5.1567938,5.2937862,5.5163302,5.6602748,5.157039,5.3118228,5.2871656,5.2778576,5.3240038,5.3135426
ENSG00000108846,ABCC3,6.645143,6.48092825,6.8485155,6.6999285,6.51410375,6.3262745,6.6071845,6.7691215,6.34665125,6.5357975,6.61149625,6.6603295
ENSG00000125257,ABCC4,7.0098125,6.6490285,6.8117315,6.9628675,6.629792,6.7963705,6.6743055,6.576495,6.8780805,6.4878355,6.6717745,6.807462
ENSG00000114770,ABCC5,7.1927685,7.3184985,7.23977625,7.2286345,7.46860475,7.50100675,7.36781525,7.56374375,7.50313525,7.44268725,7.389887,7.509893
ENSG00000091262,ABCC6,6.016271,5.464513,5.933795,5.933488,5.933615,5.92084,6.033713,5.734116,5.452841,6.169175,6.183091,5.91053
ENSG00000006071,ABCC8,4.8447835,4.891357667,5.1371285,5.014559833,4.826184333,4.734804,4.764183333,4.823728333,4.5959305,4.852715833,4.8515815,4.726303667
ENSG00000069431,ABCC9,3.445714333,3.620202667,3.526899333,3.420548333,3.426752333,3.495958,3.721568667,3.554520333,3.791972333,3.644015667,3.587877333,3.468196
ENSG00000101986,ABCD1,7.361654,7.646136,7.499656,7.507556,7.48937,7.259614,7.367344,7.196967,6.812588,6.897162,7.210018,7.096727
ENSG00000173208,ABCD2,6.298529,6.0653175,5.8890355,6.4496435,6.561687,6.571801,5.8868165,6.166922,5.904967,6.75838,6.8452835,6.8282595
ENSG00000117528,ABCD3,8.412426667,8.424250333,8.315674333,8.394812333,8.600260333,8.710788,8.100146333,8.225706,8.428564667,8.442802667,8.238570667,8.346313
ENSG00000119688,ABCD4,6.73988,6.878282333,6.803592667,6.964657333,7.145352667,6.996421,6.864920333,6.668575667,6.829284667,6.662818667,6.882324667,6.976697333
ENSG00000164163,ABCE1,7.9927435,7.95672125,7.9241915,8.01548625,8.03800775,8.0913755,7.499502,7.64461925,7.38312775,7.60637925,7.74021025,7.724659
ENSG00000204574,ABCF1,10.1229275,10.1935935,10.33554,10.330502,10.431862,10.236391,9.931826,9.899807,9.8930075,9.919926,10.1272475,10.0444855
ENSG00000033050,ABCF2,7.195586,6.89685175,7.27683075,7.14184575,6.930791,6.9255415,7.1957285,7.07774875,6.97703025,7.00788475,7.3614485,7.24263275
ENSG00000161204,ABCF3,9.385376,9.455963,9.338387,9.506819,9.843104,9.531243,9.541279,9.270832,9.227525,9.098566,9.468974,9.469921
ENSG00000160179,ABCG1,9.0317695,9.4843325,9.3108955,9.263129,9.1763555,8.857192,9.413901,9.582346,9.3578165,9.274448,9.1771905,8.9230475
ENSG00000118777,ABCG2,4.38778875,3.9484705,3.75634625,3.90091925,3.954937,3.81620625,4.28137125,4.159513,4.91506725,4.03014475,4.19381625,4.3949805
ENSG00000172350,ABCG4,4.011803,4.388722,4.457132,4.437771,4.216341,4.311483,4.399259,4.091764,4.15586,4.303138,4.257489,4.111156
ENSG00000138075,ABCG5,3.7185765,3.6002775,4.0023835,4.0249415,3.7104655,3.695419,4.325462,4.3493045,4.8787745,4.1237135,4.0147835,3.9899905
ENSG00000143921,ABCG8,4.97201,4.884999,5.006192,4.997207,5.165046,4.868504,5.1714,5.243399,4.523044,4.712814,5.230779,4.611191
ENSG00000143994,ABHD1,4.636846,4.844777,4.899625,4.535655,4.698607,4.763768,4.636525,4.725551,4.396113,4.857969,4.811356,4.523381
ENSG00000144827,ABHD10,9.22457,9.239292,9.128806,9.3347165,8.880646,9.336396,8.9470025,8.831971,8.96889,8.9720095,9.1664965,9.2087995
ENSG00000106077,ABHD11,6.420599,6.586909667,6.645047667,6.585723667,6.800019667,6.509912667,6.946004667,6.908560667,6.758051667,6.824644,6.97018,6.9254
ENSG00000100997,ABHD12,7.725712667,8.000973,7.896409333,7.831882667,7.923381,7.803802667,7.818699,7.760586667,7.544507,7.369309667,7.741963333,7.805084667
ENSG00000131969,ABHD12B,5.711242,5.4923565,5.26488,5.2453005,5.373943,5.4240155,5.9667295,5.915085,5.707759,6.6285785,5.782214,5.892983
ENSG00000139826,ABHD13,8.911076,8.971124,8.648936,8.9737615,8.802551,9.0206485,8.3333535,8.744304,8.669261,8.655427,8.7988915,8.806607
ENSG00000114779,ABHD14B,10.523011,10.731743,10.757647,10.87448,10.912731,10.913189,10.467461,10.213779,10.114879,10.231868,10.587431,10.575988
ENSG00000168792,ABHD15,8.362936,8.567946,8.261352,8.579952,8.432883,8.634879,8.476733,8.318797,7.895033,8.11534,8.303848,8.158153
ENSG00000140526,ABHD2,9.301438,8.828107,9.2001535,9.043062833,8.553077167,8.525222833,10.0128885,10.2009505,9.998283667,10.04884183,9.700444333,9.890271167
ENSG00000158201,ABHD3,11.279887,11.150545,10.917457,10.901866,11.028992,11.291167,10.931985,11.275648,11.253063,10.948524,10.731845,11.070853
ENSG00000100439,ABHD4,8.944374,8.54555,8.874715,8.870711,8.575365,8.676065,9.36603,9.476488,9.307523,9.004801,8.9468,9.320952
ENSG00000011198,ABHD5,8.7015678,8.3456944,8.6969294,8.5632348,8.0122638,7.8088878,9.0160936,9.1926448,8.9892334,9.1142846,8.5229342,8.7185458
ENSG00000163686,ABHD6,6.4762395,6.3920255,6.9393105,6.62588,6.2504845,6.3165795,6.504045,6.328219,6.343533,6.280414,6.9041495,6.479257
ENSG00000127220,ABHD8,6.51418,6.394553,6.625721,6.551316,6.672577,6.418891,6.63111,6.274125,6.399956,6.338192,6.424358,6.447044
ENSG00000136754,ABI1,10.09783629,10.01392229,9.997528857,10.00663957,9.850281571,10.02209829,10.00406557,10.06507971,10.046732,10.13220257,9.940382571,10.05570086
ENSG00000138443,ABI2,6.8363106,6.6805666,6.6439994,6.8040612,7.0047842,6.9373574,6.4898616,6.6315846,6.925827,6.845129,6.6545338,6.5601284
ENSG00000108798,ABI3,10.245091,10.451625,10.521591,10.262799,10.213134,9.739601,10.2041045,10.2496995,10.076954,9.8387355,10.1671065,10.008574
ENSG00000154175,ABI3BP,3.3482,3.6439684,3.5602222,3.4187064,3.463435,3.5497674,3.6119784,3.6563518,3.9566576,3.5150954,3.5962358,3.6799462
ENSG00000097007,ABL1,8.831246,8.687752,8.655462,8.725528,8.608111,8.67192,8.628286,8.693776,8.703838,8.559156,8.817651,8.711673
ENSG00000143322,ABL2,6.290391,6.246522333,6.214916667,6.152076333,6.441659667,6.248552,6.155456,6.313454,6.107488333,6.294414333,6.470228333,6.296774667
ENSG00000099204,ABLIM1,10.7887506,10.8482758,10.7801584,11.0316526,10.9038126,11.063629,10.671236,10.5059026,10.7077178,11.0600866,10.9952092,10.8008238
ENSG00000163995,ABLIM2,5.859988667,5.996874,6.107515667,6.106972333,6.019393667,5.705443333,5.856449,5.819190667,5.537822,5.76341,5.996855667,6.038037667
ENSG00000173210,ABLIM3,6.100264,5.977981,6.265091,6.0039265,5.8560525,5.897293,5.8168455,5.8275645,5.4809755,6.0583665,5.6063675,6.254462
ENSG00000175164,ABO,4.703753,4.772029,5.029539,4.880129,4.8668285,4.683066,4.85892,4.595976,4.409415,4.8367585,4.959408,4.5602685
ENSG00000159842,ABR,10.483015,10.312404,10.451053,10.519883,10.625419,10.251826,10.966306,10.880405,10.715108,10.446521,10.573688,10.755789
ENSG00000174429,ABRA,4.476548,4.3733915,4.466759,4.5034045,4.440624,4.5470085,4.207322,4.331672,4.247052,4.416248,4.45192,4.515266
ENSG00000146109,ABT1,8.636406,8.502291,8.7088315,8.584522,8.5478675,8.6093265,8.337462,8.2751665,8.2100495,8.3424145,8.4214935,8.3386585
ENSG00000114626,ABTB1,7.6770825,7.670941,7.7233025,7.5298705,7.534705,7.632448,8.1280615,8.160255,7.775342,7.4234765,7.7732385,8.0187095
ENSG00000166016,ABTB2,6.071991667,5.978121,6.047189,6.162325333,6.143518667,6.123306333,6.081747667,5.865393333,5.706700333,6.090086,6.160566667,6.075819667
ENSG00000060971,ACAA1,9.75222,9.847324,9.922724,9.835188,10.421416,10.020466,10.174884,10.075478,10.080854,9.280148,10.083705,9.9742
ENSG00000167315,ACAA2,6.6244485,6.510817,6.617108,6.4899345,6.5445785,6.6786935,6.2406335,6.2573135,6.177829,6.2251395,6.4422805,6.620252
ENSG00000278540,ACACA,5.783875833,5.862733,6.1542685,6.139977,6.133652333,5.840128333,6.096068667,6.099669833,6.293871333,5.955531667,5.935491167,6.011262833
ENSG00000076555,ACACB,7.2725565,7.118138,7.365242,7.550521,7.3425865,7.455238,7.3425355,7.446641,6.9602975,7.22649,7.6563415,7.4305445
ENSG00000111271,ACAD10,8.229316,8.484451,8.271624,8.363103,9.132817,8.561714,8.482282,8.003326,8.190634,7.831634,8.384486,8.3717
ENSG00000240303,ACAD11,9.038213,9.50279,9.297981,9.288999,10.346393,10.056128,9.211196,9.214177,8.826125,8.952923,9.318709,9.25283
ENSG00000151498,ACAD8,7.307597,6.772071,7.074469,7.079436,6.638298,6.771268,6.906866,7.187882,7.123901,7.003728,7.073828,7.236927
ENSG00000177646,ACAD9,8.518835,8.590701,8.623066,8.486083,9.600065,8.917478,8.427104,8.160419,8.017516,8.066839,8.507166,8.485722
ENSG00000115361,ACADL,3.5843145,3.9848225,4.1519975,3.980422,3.967992,3.811465,3.9625485,3.9738655,3.840765,3.959809,3.8677645,4.1192885
ENSG00000117054,ACADM,9.0035365,8.9038615,8.7890195,8.726262,8.9026745,9.1024265,7.7387995,8.0353385,7.7825315,8.2838595,8.2549215,8.1955915
ENSG00000122971,ACADS,7.084591,7.138826,6.992338,7.022928,7.59387,7.199645,7.004349,6.948333,6.772628,6.642865,6.992275,7.048732
ENSG00000196177,ACADSB,7.885747,7.9702655,7.4404115,7.652401,8.0585045,8.2864645,6.9814285,7.3845125,7.2094055,7.507677,7.5234625,7.432324
ENSG00000072778,ACADVL,9.79594,10.024535,9.806282,9.604489,10.053944,10.031388,10.229059,9.8752,9.830835,9.413822,9.785957,9.888643
ENSG00000157766,ACAN,4.573759,4.580313667,4.651081333,4.449812667,4.552814,4.572379,4.600136667,4.474029667,4.392293333,4.508438333,4.573004,4.409504667
ENSG00000072818,ACAP1,10.966058,11.269558,11.115554,11.260445,11.886951,11.732867,11.426,11.156892,11.16738,10.974309,11.363376,11.337061
ENSG00000114331,ACAP2,9.542697,9.4837798,9.4082682,9.4198796,9.1637444,9.2624986,9.552723,9.7134022,9.7115942,9.9095518,9.3072006,9.5102056
ENSG00000131584,ACAP3,6.214415333,6.403472667,6.513071,6.322170333,6.535765,6.494007333,6.37356,6.045722667,5.976135,6.133282333,6.355222667,6.04932
ENSG00000075239,ACAT1,7.759362,7.68492,7.5847755,7.6292355,7.107186,7.5366985,6.8533255,6.897483,6.926009,7.5726805,7.1745175,7.3692755
ENSG00000120437,ACAT2,9.137369,9.357927,9.4129605,9.4212415,9.4520185,9.5507865,8.6561495,8.96186,9.022785,9.076333,9.371163,9.1996155
ENSG00000182827,ACBD3,9.627616,9.666580667,9.731347,9.570827,9.533008667,9.634086667,9.119463667,9.345673333,9.375852333,9.223337,9.282879333,9.389213
ENSG00000181513,ACBD4,7.244808,7.424761,7.311859,7.359377,7.966366,7.864878,7.154584,7.132564,6.87524,6.847426,7.417218,7.375153
ENSG00000107897,ACBD5,8.889211,8.7770975,8.818469,8.5130115,8.48198,8.4063695,8.749722,8.805402,8.943326,8.941329,8.64481,8.8308055
ENSG00000230124,ACBD6,8.817235,8.796123,8.850785,8.890494,9.255976,9.285144,8.621626,8.605861,8.43752,8.421863,8.58051,8.694885
ENSG00000176244,ACBD7,5.4553245,5.669241,4.881207,5.3337185,6.057051,4.647735,3.8093185,4.005112,4.137714,4.064396,3.69181,4.171202
ENSG00000110455,ACCS,8.543058,8.831223,8.43339,8.572378,9.279056,9.357886,8.854026,8.474461,8.241171,8.277537,8.771582,8.842083
ENSG00000205126,ACCSL,3.992733,3.79398,3.794109,3.768607,3.846597,4.078966,3.525903,3.709985,3.561454,4.107778,3.977599,3.744212
ENSG00000102977,ACD,9.24823,9.221465,9.335204,9.30748,9.516364,9.23457,9.293916,9.12306,9.189055,9.068216,9.133421,9.247391
ENSG00000159640,ACE,5.285114333,5.394353667,5.512753333,5.404766833,5.435538,5.357907,5.326342167,5.139373167,4.963052167,5.214049167,5.4377095,5.0395355
ENSG00000130234,ACE2,2.562571,2.66998,2.554546,2.896307,2.883132,2.536354,2.961538,2.890306,2.756793,2.679725,2.911038,2.532142
ENSG00000167769,ACER1,3.481118,3.817721,3.591326,3.732621,3.570835,3.530921,3.275466,3.916769,3.303151,3.672672,3.538459,3.686077
ENSG00000177076,ACER2,3.009442,3.313944,3.022254,3.034485,3.49219,3.34016,3.287984,3.665094,3.359374,3.266203,2.889069,3.052233
ENSG00000078124,ACER3,8.216408889,8.008680778,8.001828778,8.013181333,7.885486111,7.920379889,8.102398444,8.178481444,8.070106889,8.416249889,8.118161889,8.15912
ENSG00000087085,ACHE,4.614355667,4.620544667,4.694613,4.303332333,4.499344,4.421652333,4.529041333,4.591755667,3.916701667,4.38164,4.406915667,4.388084667
ENSG00000100813,ACIN1,8.400528,8.397926,8.613466,8.607671,7.96724,8.10383,8.731893,8.555481,8.694298,8.781956,8.719403,8.559463
ENSG00000131473,ACLY,9.664868333,9.622374333,9.676685333,9.747979333,9.764398,9.467896,9.840292667,9.795638667,9.775694,9.726026667,9.681898333,9.761689
ENSG00000153086,ACMSD,5.354554,5.331599,5.046369,5.172723,5.155642,5.365063,5.500372,5.278957,5.312891,5.569679,5.324748,5.426595
ENSG00000122729,ACO1,7.3249905,7.3194665,7.1730305,7.1027355,7.158568,7.0148335,6.7950685,6.9476715,6.692951,7.0174865,6.758511,6.7467275
ENSG00000100412,ACO2,4.5965385,4.827139,5.053509,5.2656935,4.5440095,4.8062535,5.455786,5.213697,4.879418,4.38729,4.2344965,5.5476455
ENSG00000162390,ACOT11,5.780115667,5.614680667,5.707401,5.675745,5.789746333,5.803171,5.643122,5.308631667,5.012703667,5.851011333,5.360314667,5.868211333
ENSG00000172497,ACOT12,3.099738,3.2175895,3.3463985,3.346751,3.2231925,3.3603785,3.902443,3.4845,4.073981,3.339256,3.2806675,3.357075
ENSG00000112304,ACOT13,9.368774,9.35928,9.503984,9.346037,9.492866,9.687607,9.212409,9.034145,9.08711,9.25872,9.478868,9.196289
ENSG00000177465,ACOT4,5.425366,5.402722,5.598951,5.468086,5.584528,5.095543,5.658893,5.716473,5.840859,5.656489,6.394312,6.388945
ENSG00000205669,ACOT6,3.206712,3.018452,3.50157,3.491627,3.237574,3.248184,3.50814,3.383694,3.7465,3.429399,3.097547,3.401353
ENSG00000097021,ACOT7,6.156398,6.177309,6.4099605,6.1623505,6.865928,6.058079,6.097431,6.074194,6.0791455,6.154012,6.4185915,6.375663
ENSG00000101473,ACOT8,5.683779,6.056486,5.81803,5.717993,5.6092,5.561706,5.906391,5.957074,5.752526,5.866116,6.100231,6.487517
ENSG00000123130,ACOT9,11.125407,11.115635,11.301746,10.99703,11.022623,10.885635,11.124427,11.233167,11.153914,10.946718,11.048197,11.042942
ENSG00000161533,ACOX1,8.76548625,8.42574075,8.6198115,8.45894875,8.23405675,8.094036,9.2307275,9.22006625,9.3404505,9.33597025,8.91141675,9.00964275
ENSG00000168306,ACOX2,4.99559,5.085305,5.130014,4.914416,4.856017,4.755717,4.743093,4.908824,5.182318,4.510153,4.915011,4.756355
ENSG00000087008,ACOX3,7.283085333,7.472826667,7.460064333,7.247722,7.562810667,7.244295667,7.011320333,6.940388333,6.700221333,6.706953667,7.085374333,7.156266333
ENSG00000153093,ACOXL,3.584235,3.8296815,4.047487,3.853947,3.466594,3.928251,4.1224605,4.0867455,3.694701,3.9738455,3.984963,3.7783235
ENSG00000143727,ACP1,8.647193,8.6747744,8.5289236,8.676651,8.7418336,8.9426988,8.4007008,8.3835924,8.3660342,8.4638186,8.6381672,8.5996134
ENSG00000134575,ACP2,7.273629,7.817773,7.715757,7.43712,7.675011,7.369368,7.602295,7.92278,7.823099,7.44998,7.885179,7.999877
ENSG00000102575,ACP5,8.061882,8.211968,8.328063,7.902444,8.759887,8.665308,7.287547,7.128001,7.237985,7.01961,7.565462,7.489234
ENSG00000162836,ACP6,7.863319,7.779621,7.857755,8.043988,8.451955,8.447024,7.642291,7.578267,7.303196,7.463071,7.938173,8.027786
ENSG00000134940,ACRV1,3.377009,3.138078,3.2214775,3.244177,3.713207,3.146118,3.2541695,3.2055715,3.4219555,3.7477035,3.086642,3.064034
ENSG00000103740,ACSBG1,5.9456495,5.466596,5.916179,5.536411,5.210743,5.6474055,5.3988305,5.2064695,5.0293855,5.519557,5.75136,5.6639095
ENSG00000130377,ACSBG2,3.6041655,3.5609925,3.4932145,3.664311,3.8054025,4.362805,3.8281115,4.02956,3.5088395,3.9882095,3.977214,3.697716
ENSG00000167107,ACSF2,7.680238,7.638482,7.709904,7.699468,8.031033,7.918567,7.31774,7.191661,7.020193,6.824729,7.224363,7.294418
ENSG00000176715,ACSF3,7.17446475,7.3968385,7.29661525,7.2638575,7.6552465,7.39953125,6.95192075,6.87434,6.8860925,6.87038875,6.96418425,7.065577
ENSG00000151726,ACSL1,11.156368,10.8371225,11.053318,10.8390465,10.5700445,10.520949,11.7940055,11.8272535,12.0360855,11.8859475,11.522371,11.646522
ENSG00000123983,ACSL3,8.730895333,8.665704667,8.724418667,8.679865333,8.326270667,8.559967667,8.584507333,8.782983,8.740443333,8.715043,8.599816333,8.671034333
ENSG00000068366,ACSL4,11.552776,11.452152,11.280514,11.197592,10.907898,11.186258,11.325339,11.575997,11.570698,11.301218,11.10515,11.471457
ENSG00000197142,ACSL5,10.0715925,10.1537345,10.2161195,10.137368,10.0716265,9.9745295,10.1586125,10.081052,10.1045545,10.058109,10.238003,10.0855805
ENSG00000164398,ACSL6,5.9005302,5.6805078,5.9017462,5.9728224,5.8237236,6.2863126,5.6257014,5.7094194,5.4904062,5.8477836,5.8995676,6.0677648
ENSG00000166743,ACSM1,5.7362995,5.6394785,5.844206,5.7380815,6.1104775,5.701919,6.061598,5.5729235,5.8631485,5.8887845,5.861321,5.5377865
ENSG00000183747,ACSM2A,4.566505,4.905705,4.583847,4.357756,4.760176,4.629832,5.076614,4.548707,4.498655,4.619739,4.764662,4.23901
ENSG00000066813,ACSM2B,4.672185,4.81977,4.831131,4.4494665,4.9044205,4.826021,5.0840325,4.6467445,5.012921,4.3164505,4.8647855,4.718247
ENSG00000005187,ACSM3,6.309054,6.179423,5.9770615,6.4394625,6.5988165,6.4772665,5.5793165,5.499436,5.874735,6.3935945,6.084572,6.354875
ENSG00000215009,ACSM4,5.521572,5.63931,5.717348,5.428404,5.363921,5.434782,5.484751,5.557304,5.390255,5.408036,5.215453,5.633071
ENSG00000183549,ACSM5,4.898742,4.672241,4.871678,4.553693,5.017742,4.954999,6.405633,5.263813,7.496929,5.094589,5.141125,5.016238
ENSG00000154930,ACSS1,11.006404,11.114367,11.134088,11.181774,11.178485,11.237277,10.946389,10.905858,10.878168,10.941984,11.026241,10.975481
ENSG00000131069,ACSS2,8.700424,8.606974,8.759421,8.684579,8.841138,8.682111,8.919059,8.772377,8.720357,8.617966,8.703956,8.842597
ENSG00000111058,ACSS3,3.051687667,3.023983,3.040286,2.924615667,3.297103,3.410164667,3.509368667,3.621102,3.400146667,3.113866,3.058428,3.111213667
